idviv,fecharecol,lat,lon,estadoviv,eval+ID,eval+PD,eval+IDPD,numidad,numidn,numpda,numpdn,presidad,presidn,prespda,prespdn,otraespecie,idotra,pdotra,menores0a4,menores5a14,totalhabit,techocol,paredcol,numperro,numgato,numgallinas,numcabras,gallinerosize,corralsize,otroanimal,cantotro,numinsectos,idnegativo,idpositivo,pdnegativo,pdpositivo
1011208844,9/11/2018,-2843917997,-6571023904,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,0,0,0,,,,,,,,,
1011208948,9/11/2018,-2843755899,-6570969203,Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,1,0,0,,,,,,,,,
1011208947,9/11/2018,-2843868602,-6570999001,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208842,9/11/2018,-2843927996,-6571026804,Evaluada,,,,0,0,0,0,,,,,,,,0,2,5,No,No,1,0,0,0,,,,,,,,,
1011208841,9/11/2018,-2843966603,-6571009596,Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,2,1,0,0,,,,,,,,,
1011208840,9/11/2018,-2843989997,-65709859,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208843,9/11/2018,-2843927996,-6571026804,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,0,0,0,,,,,,,,,
1011208964,13/11/2018,-2843890898,-6571272201,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208965,13/11/2018,-2843887302,-6571255697,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,2,3,0,0,,,,,,,,,
1011209028,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,5,1,0,0,,,,,,,,,
1011209029,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,0,0,0,,,,,,,,,
1011209026,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,1,0,0,0,,,,,,,,,
1011209027,16/11/2018,,,Evaluada,,1,,0,0,1,1,,,,,,,,0,0,1,No,No,1,0,20,0,,,equinos,1,3,0,0,3,0
1011209036,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,2,1,1,0,Chico,,Otros animales,1,,,,,
1011209035,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,1,0,4,No,No,2,0,0,0,,,,,,,,,
1011209033,16/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209034,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,1,0,5,No,No,2,0,0,0,,,,,,,,,
1011209037,16/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209039,16/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209038,16/11/2018,,,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209040,16/11/2018,,,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209041,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,1,1,4,No,No,2,0,0,0,,,,,,,,,
1011209043,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,4,0,0,0,,,,,,,,,
1011208946,16/11/2018,-2843907402,-6571068504,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,1,3,No,No,2,0,0,0,,,,,,,,,
1011209042,16/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209046,16/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209045,16/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,0,0,0,,,,,,,,,
1011209044,16/11/2018,,,Deshabitada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208995,15/11/2018,-28438395,-6571264498,Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,No,No,1,0,0,0,,,,,,,,,
1011208996,15/11/2018,-2843828402,-6571258597,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209001,15/11/2018,-2843794296,-6571174602,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209000,15/11/2018,-2843791598,-6571189203,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208999,15/11/2018,-2843792997,-6571198901,Evaluada,,,,0,0,0,0,,,,,,,,1,1,6,No,No,1,3,0,0,,,,,,,,,
1011208998,15/11/2018,-2843792603,-6571249997,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208997,15/11/2018,-28438107,-6571255697,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,2,0,0,0,,,,,,,,,
1011209003,15/11/2018,-2844198598,-6571212597,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209004,15/11/2018,-2844209402,-6571178399,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209008,15/11/2018,-2844042803,-6571168802,Evaluada,,,,0,0,0,0,,,,,,,,0,4,6,No,No,1,0,0,0,,,,,,,,,
1011209007,15/11/2018,-2844110001,-6571142097,Evaluada,,,,0,0,0,0,,,,,,,,0,2,6,Si,No,2,0,0,0,,,,,,,,,
1011209006,15/11/2018,-2844120503,-6571144201,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209005,15/11/2018,-2844138701,-65711526,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,1,7,0,Chico,,Otros animales,3,,,,,
1011209002,15/11/2018,-2844194801,-6571232798,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209009,15/11/2018,-2844189797,-6571245002,Evaluada,,,,0,0,0,0,,,,,,,,0,1,2,Si,No,1,0,0,0,,,,,,,,,
1011209010,15/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,3,0,0,0,,,,,,,,,
1011209011,15/11/2018,-2844343898,-6571301596,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209014,15/11/2018,-2844334602,-6571227198,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209013,15/11/2018,-2844314402,-65712763,Evaluada,,,,0,0,0,0,,,,,,,,1,2,5,No,No,0,0,0,0,,,,,,,,,
1011209012,15/11/2018,-2844347502,-6571344604,Deshabitada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209016,15/11/2018,-2844370401,-65712447,Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,7,1,0,0,,,,,,,,,
1011209015,15/11/2018,-2844340897,-6571262796,Evaluada,,,,0,0,0,0,,,,,,,,1,1,4,No,No,3,0,0,0,,,Otros animales,1,,,,,
1011209020,15/11/2018,-2844254773,-657141549,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,3,0,0,0,,,,,,,,,
1011209024,15/11/2018,-2844361089,-6571458824,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209018,15/11/2018,-2844189227,-6571392666,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011209023,15/11/2018,-2844363,-6571456963,Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,2,0,0,0,,,,,,,,,
1011209022,15/11/2018,-2844304436,-6571423444,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,0,0,0,,,,,,,,,
1011209021,15/11/2018,-2844296599,-6571438506,Evaluada,,,,0,0,0,0,,,,,,,,0,1,6,No,No,1,0,0,0,,,Otros animales,2,,,,,
1011209017,15/11/2018,-2844172471,-6571384795,Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,No,No,1,0,0,0,,,,,,,,,
1011209019,15/11/2018,-2844211816,-6571398944,Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,No,No,3,1,0,0,,,Otros animales,1,,,,,
1011208872,14/11/2018,-2844183368,-6571066995,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,0,3,No,No,1,0,60,0,Mediano,,,,,,,,
1011208869,14/11/2018,-2844252032,-6571089844,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,0,2,No,No,3,3,0,0,,,,,,,,,
1011208976,14/11/2018,-2844015076,-6570998004,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,0,2,No,No,7,3,10,0,Mediano,,Otros animales,2,,,,,
1011208831,14/11/2018,-2844454103,-6570263104,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,1,1,6,Si,Si,7,0,0,0,,,,,,,,,
1011208909,14/11/2018,-2843975396,-6570958701,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,0,2,Si,Si,2,0,0,0,,,,,,,,,
1011208910,14/11/2018,-2843964399,-6570966898,Evaluada y Rociada/tratada,,1,,,,,,No,No,Si,Si,,,,0,0,4,Si,Si,9,1,2,0,,,conejos,2,2,0,0,2,0
1011208946,13/11/2018,-2843907402,-6571068504,Evaluada,1,,,1,0,0,0,,,,,,,,0,1,3,Si,Si,2,0,0,0,,,,,,,,,
1011208945,13/11/2018,-2843892298,-65710692,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208944,13/11/2018,-2843881502,-65710635,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208968,13/11/2018,-2843874503,-6571035404,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208966,13/11/2018,-2843931902,-6571059602,Evaluada,,,,0,0,0,0,,,,,,,,1,0,5,Si,Si,1,0,0,0,,,conejos,1,,,,,
1011208967,13/11/2018,-2843911199,-6571024801,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208970,13/11/2018,-2844180803,-6571255798,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208969,13/11/2018,-2843866398,-6571062997,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208971,13/11/2018,-2844184197,-6571242998,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208891,9/11/2018,-2844447498,-6571021096,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208890,9/11/2018,-2844449099,-6571009898,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011208919,9/11/2018,-2844446199,-6571027399,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,1,0,0,0,,,Otros animales,2,,,,,
1011208923,9/11/2018,-28444391,-65711066,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208922,9/11/2018,-2844444397,-65710952,Evaluada,,,,0,0,0,0,,,,,,,,1,0,5,No,No,4,5,0,0,,,,,,,,,
1011208921,9/11/2018,-2844442,-6571070499,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208920,9/11/2018,-2844444204,-6571048002,Evaluada,,,,0,0,0,0,,,,,,,,1,2,12,No,No,5,0,0,0,,,,,,,,,
1011208927,9/11/2018,-2844339598,-6571101604,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,1,0,0,,,,,,,,,
1011208926,9/11/2018,-2844349204,-6571102501,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208925,9/11/2018,-2844373201,-6571110497,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208924,9/11/2018,-2844373302,-6571110598,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208928,9/11/2018,-2844342498,-6571041204,Evaluada,1,,,3,5,0,0,,,,,,,,0,2,4,No,No,1,0,0,0,,,,,,,,,
1011208883,14/11/2018,-28443759,-6570899198,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208723,14/11/2018,-2844102801,-65704623,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,0,4,No,No,3,2,4,0,,,Otros animales,1,,,,,
1011208928,14/11/2018,-2844342498,-6571041204,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,2,4,No,No,1,0,0,0,,,,,,,,,
1011208981,14/11/2018,-2843737601,-65710679,Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,1,0,3,No,No,1,0,0,0,,,,,,,,,
1011208943,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,0,0,0,,,,,,,,,
1011208980,13/11/2018,-2843752203,-6571060801,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208942,13/11/2018,-2844645596,-65706205,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208985,13/11/2018,-2843794397,-6571102702,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208981,13/11/2018,-2843737601,-65710679,Evaluada,,1,,0,0,1,0,,,,,T. guasayana,,Si,1,0,3,No,No,1,0,0,0,,,,,2,0,0,2,0
1011208984,13/11/2018,-2843783702,-6571125702,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,0,0,0,,,,,,,,,
1011208983,13/11/2018,-2843692398,-6571115099,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208982,13/11/2018,-2843698801,-6571091697,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208988,13/11/2018,-2843798798,-6571139901,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208987,13/11/2018,-2843867403,-6571102601,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208986,13/11/2018,-2843846398,-6571097396,Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,0,0,0,,,,,,,,,
1011208975,13/11/2018,-2843998899,-6571089568,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208973,13/11/2018,-2844039543,-657106614,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208974,13/11/2018,-284403826,-6570981307,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208972,13/11/2018,-2844049182,-6571076701,Evaluada,,,,0,0,0,0,,,,,,,,0,0,5,No,No,0,0,0,0,,,,,,,,,
1011208977,13/11/2018,-2843972077,-6571022227,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208979,13/11/2018,-2843809937,-6571120363,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208978,13/11/2018,-284396719,-6571030123,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208976,13/11/2018,-2844015076,-6570998004,Evaluada,,1,,0,0,0,9,,,,,,,,0,0,2,No,No,7,3,10,0,Mediano,,Otros animales,2,1,0,0,1,0
1011208933,13/11/2018,-2844045083,-6571048748,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,1,0,0,,,,,,,,,
1011208932,13/11/2018,-2844053498,-6571038949,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208931,13/11/2018,-2844070774,-6571016394,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,1,0,0,,,,,,,,,
1011208955,13/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208952,13/11/2018,-2844350503,-6571035203,Evaluada,,,,0,0,0,0,,,,,,,,1,0,3,No,No,2,0,0,0,,,Otros animales,1,,,,,
1011208951,13/11/2018,-2844347402,-6571041598,Evaluada,,,,0,0,0,0,,,,,,,,2,0,5,No,No,0,0,0,0,,,,,,,,,
1011208958,13/11/2018,-2843679104,-6571176597,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208963,13/11/2018,-2843949102,-6571301697,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208954,13/11/2018,-28442867,-6571070801,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208956,13/11/2018,-2843683697,-6571142097,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208959,13/11/2018,-2843688198,-6571225204,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208962,13/11/2018,-28440279,-6571334001,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208961,13/11/2018,-2844061403,-6571345601,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208957,13/11/2018,-2843685499,-6571170503,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208960,13/11/2018,-2844105399,-6571354704,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208953,13/11/2018,-2844284998,-65710794,Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,2,0,0,0,,,,,,,,,
1011208949,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,3,0,0,0,,,,,,,,,
1011208950,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011208845,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,1,1,4,Si,No,1,2,0,0,,,conejos,14,,,,,
1011208991,13/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208990,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,1,4,No,No,4,0,0,0,,,Otros animales,2,,,,,
1011208989,13/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208993,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,3,6,No,No,3,0,0,0,,,,,,,,,
1011208992,13/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,Si,Si,2,0,0,0,,,,,,,,,
1011208994,13/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208675,2/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,Si,Si,1,0,0,0,,,,,,,,,
1011208673,2/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,Si,Si,5,0,0,0,,,,,,,,,
1011208674,2/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208680,2/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208676,2/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208679,2/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208678,2/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208677,2/11/2018,,,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,Si,Si,1,0,0,0,,,,,,,,,
1011208940,9/11/2018,-2844016098,-6571149004,Deshabitada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208935,9/11/2018,-2844200601,-6571130999,Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,2,12,0,Chico,,Otros animales,6,,,,,
1011208943,9/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208934,9/11/2018,-2844198799,-6571174099,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,0,0,0,,,,,,,,,
1011208937,9/11/2018,-2844227498,-6571116499,Evaluada,,,,0,0,0,0,,,,,,,,0,1,4,No,No,1,1,0,0,,,equinos,1,,,,,
1011208936,9/11/2018,-2844228001,-6571116398,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,4,2,0,0,,,,,,,,,
1011208939,9/11/2018,-2844058301,-6571134402,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208938,9/11/2018,-2844213802,-6571059904,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,2,0,0,0,,,,,,,,,
1011208942,9/11/2018,-2844645596,-65706205,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208941,9/11/2018,-2843956897,-6571126297,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208930,9/11/2018,-2844085911,-6571010803,Evaluada,,,,0,0,0,0,,,,,,,,0,3,7,Si,Si,2,0,0,0,,,,,,,,,
1011208876,9/11/2018,-2844105734,-6571016159,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,3,0,0,,,,,,,,,
1011208875,9/11/2018,-2844129204,-6571032437,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208929,9/11/2018,-2844105181,-6571014826,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208874,9/11/2018,-2844177903,-6571048572,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208873,9/11/2018,-2844165171,-6571046317,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208870,9/11/2018,-2844137468,-6571109475,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,4,0,0,0,,,,,,,,,
1011208871,9/11/2018,-2844150821,-6571051145,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,1,0,0,0,,,,,,,,,
1011208872,9/11/2018,-2844183368,-6571066995,Evaluada,,,1,3,1,14,5,,,,,,,,0,0,3,Si,Si,1,0,70,0,Grande,,,,10,0,0,10,0
1011208912,9/11/2018,-2843939697,-6570949104,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208909,9/11/2018,-2843975396,-6570958701,Evaluada,,1,,0,0,1,3,,,,,,,,0,0,2,No,Si,2,0,0,0,,,,,,,,,
1011208910,9/11/2018,-2843964399,-6570966898,Evaluada,,1,,0,0,2,1,,,,,,,,0,0,4,No,Si,9,1,2,0,Chico,,conejos,2,2,0,0,2,0
1011208916,9/11/2018,-2843772403,-6571060399,Evaluada,,,,0,0,0,0,,,,,,,,1,0,8,No,No,0,0,0,0,,,,,,,,,
1011208917,9/11/2018,-2843813097,-6571065302,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208915,9/11/2018,-2843849198,-6570901704,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208914,9/11/2018,-2843874997,-6570919801,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208913,9/11/2018,-28439057,-6570933103,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208918,9/11/2018,-2843792704,-6570999797,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208911,9/11/2018,-2843947099,-6570951903,Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,0,0,0,0,,,,,,,,,
1011208830,8/11/2018,-28442205,-6571142198,Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,3,0,0,0,,,,,,,,,
1011208826,8/11/2018,-2844278703,-6570375698,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208829,8/11/2018,-2844284101,-6570353502,Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,1,0,0,0,,,Otros animales,1,,,,,
1011208828,8/11/2018,-2844278804,-6570372102,Evaluada,,,,0,0,0,0,,,,,,,,2,0,4,No,No,0,0,0,0,,,,,,,,,
1011208827,8/11/2018,-28442408,-6570390902,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,1,2,0,Chico,,,,,,,,
1011208861,8/11/2018,-2844315601,-6571144402,Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,2,0,0,0,,,,,,,,,
1011208865,8/11/2018,-2844299398,-6571204098,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208864,8/11/2018,-2844303698,-6571204802,Evaluada,,,,0,0,0,0,,,,,,,,0,2,3,No,Si,2,0,0,0,,,,,,,,,
1011208863,8/11/2018,-2844312298,-6571183797,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,4,0,0,,,,,,,,,
1011208862,8/11/2018,-28443127,-6571157,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208866,8/11/2018,-28442809,-6571197703,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208907,8/11/2018,-2844372396,-6571118603,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208906,8/11/2018,-2844359103,-6571115199,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,1,0,0,0,,,,,,,,,
1011208903,8/11/2018,-2844470096,-6570254596,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208904,8/11/2018,-2844480498,-6570250698,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208905,8/11/2018,-2844341702,-65711095,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208860,8/11/2018,-28443931,-6570231403,Evaluada,,,,0,0,0,0,,,,,,,,2,0,7,No,Si,5,0,0,0,,,,,,,,,
1011208859,8/11/2018,-2844362003,-6570264604,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,0,0,0,,,,,,,,,
1011208858,8/11/2018,-2844259903,-6570291501,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208857,8/11/2018,-2844249099,-6570314401,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208908,8/11/2018,-2844425504,-6571134402,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208839,8/11/2018,,,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208838,8/11/2018,-2844327796,-6571149398,Evaluada,,,,0,0,0,0,,,,,,,,1,3,8,No,No,3,0,0,0,,,,,,,,,
1011208837,8/11/2018,-2844642,-6570269801,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208836,8/11/2018,-2844622998,-6570268803,Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,2,0,2,0,,,Otros animales,2,,,,,
1011208834,8/11/2018,-2844494596,-6570258301,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011208835,8/11/2018,-2844500899,-6570259198,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208813,8/11/2018,-2844413501,-6570803502,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208815,8/11/2018,-2844450298,-6570812101,Evaluada,,,,0,0,0,0,,,,,,,,0,0,5,No,No,0,0,0,0,,,,,,,,,
1011208893,8/11/2018,-2844468202,-6570913497,Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,3,1,0,0,,,,,,,,,
1011208900,8/11/2018,-2844414499,-6570950604,Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208892,8/11/2018,-2844481403,-6570858898,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208899,8/11/2018,-2844401297,-6570829703,Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208894,8/11/2018,-2844466802,-65709254,Evaluada,,,,0,0,0,0,,,,,,,,0,1,4,No,No,1,1,0,0,,,,,,,,,
