"","idviv","posiTi","where","latitud","longitud","otraespecie","menores0a4","menores5a14","totalhabit","numperro","numgato","numgallinas","numcabras","otroanimal","cantotro","where.Tg","techo","pared"
"1360",1011208844,0,NA,"-28.43917997","-65.71023904",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1361",1011208842,0,NA,"-28.43927996","-65.71026804",NA,0,2,5,1,0,0,0,NA,NA,NA,0,0
"1362",1011208843,0,NA,"-28.43927996","-65.71026804",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1363",1011205993,0,NA,"-28.4383375","-65.71027382",NA,3,3,12,1,0,0,0,NA,NA,NA,1,1
"1364",1011208919,0,NA,"-28.44446199","-65.71027399",NA,0,0,1,1,0,0,0,"Otros animales",2,NA,0,0
"1365",1011206333,0,NA,"-28.45190604","-65.71028346",NA,0,2,4,1,0,0,0,NA,NA,NA,0,0
"1366",1011208952,0,NA,"-28.44350503","-65.71035203",NA,1,0,3,2,0,0,0,"Otros animales",1,NA,0,0
"1367",1011206334,0,NA,"-28.45218332","-65.71036083",NA,0,0,1,1,0,0,0,NA,NA,NA,0,0
"1368",1011205994,0,NA,"-28.43818889","-65.71039922",NA,0,0,4,2,0,0,0,"Otros animales",1,NA,1,1
"1369",1011208928,1,"domi","-28.44342498","-65.71041204",NA,0,2,4,1,0,0,0,NA,NA,NA,0,0
"1370",1011208928,0,NA,"-28.44342498","-65.71041204",NA,0,2,4,1,0,0,0,NA,NA,NA,0,0
"1371",1011208951,0,NA,"-28.44347402","-65.71041598",NA,2,0,5,0,0,0,0,NA,NA,NA,0,0
"1372",1011206149,0,NA,"-28.44788499","-65.71044398",NA,0,0,3,1,3,5,0,"aves de corral",2,NA,1,1
"1373",1011208920,0,NA,"-28.44444204","-65.71048002",NA,1,2,12,5,0,0,0,NA,NA,NA,0,0
"1374",1011206158,0,NA,"-28.44876702","-65.71048304",NA,0,0,2,2,1,9,0,NA,NA,NA,0,1
"1375",1011208933,0,NA,"-28.44045083","-65.71048748",NA,0,0,2,0,1,0,0,NA,NA,NA,0,0
"1376",1011208871,0,NA,"-28.44150821","-65.71051145",NA,0,0,1,1,0,0,0,NA,NA,NA,0,0
"1377",1011206023,0,NA,"-28.44332096","-65.71056803",NA,0,2,3,0,7,0,0,NA,NA,NA,1,1
"1378",1011208966,0,NA,"-28.43931902","-65.71059602",NA,1,0,5,1,0,0,0,"conejos",1,NA,1,1
"1379",1011206126,0,NA,"-28.44019728","-65.71059879",NA,0,1,3,1,0,0,0,"Otros animales",1,NA,0,0
"1380",1011208938,0,NA,"-28.44213802","-65.71059904",NA,0,0,2,2,0,0,0,NA,NA,NA,0,0
"1381",1011208916,0,NA,"-28.43772403","-65.71060399",NA,1,0,8,0,0,0,0,NA,NA,NA,0,0
"1382",1011206026,0,NA,"-28.44232502","-65.71062201",NA,0,0,6,1,1,0,0,NA,NA,NA,1,0
"1383",1011206025,0,NA,"-28.44267396","-65.71064103",NA,0,1,3,2,1,4,0,NA,NA,NA,0,0
"1384",1011206025,1,"peri","-28.44267396","-65.71064103",NA,0,1,3,2,1,4,0,NA,NA,NA,1,0
"1385",1011206356,0,NA,"-28.44258947","-65.71065428",NA,0,0,5,1,0,0,0,NA,NA,NA,0,0
"1386",1011205958,0,NA,"-28.43814673","-65.71066878",NA,0,0,2,1,0,0,0,NA,NA,NA,1,1
"1387",1011208872,0,NA,"-28.44183368","-65.71066995",NA,0,0,3,1,0,60,0,NA,NA,NA,0,0
"1388",1011208872,1,"domiyperi","-28.44183368","-65.71066995",NA,0,0,3,1,0,70,0,NA,NA,NA,1,1
"1389",1011206358,0,NA,"-28.44285166","-65.71067431",NA,0,2,4,2,0,0,0,NA,NA,NA,0,0
"1390",1011208946,0,NA,"-28.43907402","-65.71068504",NA,0,1,3,2,0,0,0,NA,NA,NA,0,0
"1391",1011208946,1,"domi","-28.43907402","-65.71068504",NA,0,1,3,2,0,0,0,NA,NA,NA,1,1
"1392",1011206009,0,NA,"-28.44335902","-65.71071102",NA,0,0,2,1,0,0,0,"Otros animales",2,NA,0,0
"1393",1011206024,0,NA,"-28.44287999","-65.71071798",NA,0,1,4,0,0,0,0,NA,NA,NA,0,1
"1394",1011206340,0,NA,"-28.45187545","-65.71074598",NA,0,1,3,5,1,0,0,NA,NA,NA,1,1
"1395",1011208972,0,NA,"-28.44049182","-65.71076701",NA,0,0,5,0,0,0,0,NA,NA,NA,0,0
"1396",1011206010,0,NA,"-28.44334401","-65.71078696",NA,0,1,4,1,0,0,0,"Otros animales",2,NA,0,0
"1397",1011206007,0,NA,"-28.444435","-65.71083801",NA,2,2,8,2,0,0,0,NA,NA,NA,0,0
"1398",1011205936,0,NA,"-28.43936596","-65.71084304",NA,0,2,7,2,0,0,0,NA,NA,NA,0,1
"1399",1011205906,0,NA,"-28.44274269","-65.71086533",NA,1,2,5,0,0,0,0,NA,NA,NA,0,0
"1400",1011208869,0,NA,"-28.44252032","-65.71089844",NA,0,0,2,3,3,0,0,NA,NA,NA,0,0
"1401",1011208869,1,"peri","-28.44252032","-65.71089844",NA,0,0,2,3,3,0,0,NA,NA,NA,0,0
"1402",1011205933,0,NA,"-28.43815193","-65.71089978",NA,0,0,3,4,0,0,0,NA,NA,NA,0,1
"1403",1011205932,0,NA,"-28.43855082","-65.71093423",NA,0,2,3,0,0,0,0,NA,NA,NA,0,0
"1404",1011208473,0,NA,"-28.45139701","-65.71094002",NA,0,0,4,1,0,0,0,NA,NA,NA,1,1
"1405",1011208986,0,NA,"-28.43846398","-65.71097396",NA,0,0,3,2,0,0,0,NA,NA,NA,0,0
"1406",1011208927,0,NA,"-28.44339598","-65.71101604",NA,0,0,1,0,1,0,0,NA,NA,NA,0,0
"1407",1011205931,0,NA,"-28.43876163","-65.71103767",NA,0,0,3,5,7,0,0,NA,NA,NA,1,1
"1408",1011208870,0,NA,"-28.44137468","-65.71109475",NA,0,0,2,4,0,0,0,NA,NA,NA,0,0
"1409",1011206072,1,"peri","-28.44072299","-65.71110296",NA,1,1,8,9,1,8,0,"conejos",6,NA,1,1
"1410",1011206072,1,"peri","-28.44072299","-65.71110296",NA,1,1,9,8,1,15,0,"conejos",1,NA,1,1
"1411",1011206120,0,NA,"-28.451625","-65.71111402",NA,0,0,4,0,0,15,0,NA,NA,NA,1,1
"1412",1011206120,1,"peri","-28.451625","-65.71111402",NA,0,0,4,0,0,15,0,"conejos",2,NA,1,1
"1413",1011206051,0,NA,"-28.43670404","-65.71113104",NA,0,0,2,1,0,0,0,NA,NA,NA,1,0
"1414",1011205945,0,NA,"-28.43794347","-65.71114638",NA,0,0,3,2,1,0,0,NA,NA,NA,0,0
"1415",1011208906,0,NA,"-28.44359103","-65.71115199",NA,0,0,1,1,0,0,0,NA,NA,NA,0,0
"1416",1011206071,0,NA,"-28.44060598","-65.71116298",NA,0,0,3,1,0,0,0,"Otros animales",20,NA,1,1
"1417",1011208936,0,NA,"-28.44228001","-65.71116398",NA,0,0,1,4,2,0,0,NA,NA,NA,0,0
"1418",1011205940,0,NA,"-28.44031597","-65.71116398",NA,2,0,5,6,1,0,0,NA,NA,NA,1,1
"1419",1011208937,0,NA,"-28.44227498","-65.71116499",NA,0,1,4,1,1,0,0,"equinos",1,NA,0,0
"1420",1011206412,0,NA,"-28.44115583","-65.71118016",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1421",1011206008,0,NA,"-28.44419402","-65.71124604",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1422",1011205947,0,NA,"-28.43717786","-65.71124705",NA,2,2,7,2,0,0,0,NA,NA,NA,0,0
"1423",1011208984,0,NA,"-28.43783702","-65.71125702",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1424",1011206395,0,NA,"-28.43908659","-65.71126272",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1425",1011206394,0,NA,"-28.43897679","-65.71128049",NA,0,2,5,3,1,0,0,NA,NA,NA,0,0
"1426",1011205937,0,NA,"-28.43969302","-65.71128099",NA,1,1,4,0,0,0,0,NA,NA,NA,0,1
"1427",1011208935,0,NA,"-28.44200601","-65.71130999",NA,0,0,3,2,2,12,0,"Otros animales",6,NA,0,0
"1428",1011205979,0,NA,"-28.43497502","-65.71133497",NA,0,0,2,2,0,0,0,NA,NA,NA,0,0
"1429",1011205938,0,NA,"-28.43991104","-65.71137202",NA,0,1,4,3,0,4,0,"aves de corral",5,NA,1,1
"1430",1011206127,0,NA,"-28.43913009","-65.71139172",NA,0,6,8,5,2,40,0,NA,NA,NA,0,0
"1431",1011206127,1,"peri","-28.43913009","-65.71139172",NA,0,6,9,3,1,0,0,"conejos",2,NA,0,0
"1432",1011206082,0,NA,"-28.45222003","-65.71139499",NA,0,1,6,4,6,0,0,NA,NA,NA,0,0
"1433",1011209007,0,NA,"-28.44110001","-65.71142097",NA,0,2,6,2,0,0,0,NA,NA,NA,1,0
"1434",1011208830,0,NA,"-28.442205","-65.71142198",NA,0,0,3,3,0,0,0,NA,NA,NA,0,0
"1435",1011206415,0,NA,"-28.45234349","-65.71143472",NA,0,0,1,3,0,0,0,NA,NA,NA,0,0
"1436",1011208861,0,NA,"-28.44315601","-65.71144402",NA,0,1,3,2,0,0,0,NA,NA,NA,0,0
"1437",1011206235,0,NA,"-28.45227401","-65.71147696",NA,2,0,8,3,0,0,0,NA,NA,NA,0,0
"1438",1011205935,1,"peri","-28.4386359","-65.71148744",NA,2,0,4,5,1,0,0,"Otros animales",2,NA,1,1
"1439",1011208838,0,NA,"-28.44327796","-65.71149398",NA,1,3,8,3,0,0,0,NA,NA,NA,0,0
"1440",1011206396,0,NA,"-28.43981422","-65.71150546",NA,1,0,3,3,1,0,0,NA,NA,NA,0,0
"1441",1011205939,0,NA,"-28.44047204","-65.71155902",NA,0,0,1,1,1,0,0,NA,NA,NA,1,1
"1442",1011205904,0,NA,"-28.44222201","-65.71156682",NA,0,2,4,3,0,0,0,NA,NA,NA,0,0
"1443",1011208604,0,NA,"-28.45551697","-65.71162398",NA,2,1,5,1,0,0,0,NA,NA,NA,1,0
"1444",1011208604,1,"peri","-28.45551697","-65.71162398",NA,2,1,5,1,1,0,0,NA,NA,NA,1,1
"1445",1011206122,0,NA,"-28.43827698","-65.71166229",NA,0,0,1,1,0,0,0,NA,NA,NA,0,0
"1446",1011205934,0,NA,"-28.43854755","-65.71166446",NA,0,0,3,1,0,0,0,NA,NA,NA,0,1
"1447",1011208549,0,NA,"-28.44514897","-65.71167997",NA,0,1,3,6,1,0,0,NA,NA,NA,0,0
"1448",1011208549,1,"domi","-28.44514897","-65.71167997",NA,0,1,3,6,0,0,0,NA,NA,NA,0,0
"1449",1011206083,1,"peri","-28.45282604","-65.71168399",NA,1,3,6,4,2,12,0,"bovinos",6,NA,1,1
"1450",1011206083,1,"peri","-28.45282604","-65.71168399",NA,1,3,6,4,2,0,0,NA,NA,NA,0,1
"1451",1011209008,0,NA,"-28.44042803","-65.71168802",NA,0,4,6,1,0,0,0,NA,NA,NA,0,0
"1452",1011206123,0,NA,"-28.44100798","-65.71171006",NA,0,0,2,11,0,0,0,NA,NA,NA,0,0
"1453",1011206124,0,NA,"-28.44092072","-65.71171174",NA,0,0,4,2,1,0,0,NA,NA,NA,0,0
"1454",1011206125,0,NA,"-28.44092072","-65.71171174",NA,0,0,4,2,2,0,0,"equinos",1,NA,0,0
"1455",1011206397,0,NA,"-28.43970115","-65.71172666",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1456",1011208581,0,NA,"-28.44507898","-65.71173303",NA,0,2,6,3,1,0,0,"Otros animales",1,NA,0,1
"1457",1011208934,0,NA,"-28.44198799","-65.71174099",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1458",1011206128,0,NA,"-28.43826416","-65.71176312",NA,0,0,4,1,0,0,0,NA,NA,NA,0,0
"1459",1011206190,0,NA,"-28.44585682","-65.71177033",NA,0,1,2,2,1,0,0,NA,NA,NA,0,0
"1460",1011208605,0,NA,"-28.45419003","-65.71181601",NA,0,0,3,1,0,0,0,NA,NA,NA,1,1
"1461",1011208863,0,NA,"-28.44312298","-65.71183797",NA,0,0,2,1,4,0,0,NA,NA,NA,0,0
"1462",1011205980,0,NA,"-28.43602703","-65.71184501",NA,0,0,1,4,1,0,0,NA,NA,NA,0,1
"1463",1011206201,0,NA,"-28.45522704","-65.71190997",NA,0,1,7,3,1,0,0,NA,NA,NA,1,0
"1464",1011205908,0,NA,"-28.44269886","-65.71191777",NA,2,3,6,6,1,12,0,NA,NA,NA,1,1
"1465",1011206234,0,NA,"-28.45273904","-65.71196102",NA,1,0,5,1,0,0,0,NA,NA,NA,0,0
"1466",1011208606,0,NA,"-28.45435398","-65.71196998",NA,0,0,1,0,0,0,0,NA,NA,NA,1,1
"1467",1011208514,0,NA,"-28.44547201","-65.71197996",NA,0,2,4,2,0,0,0,NA,NA,NA,0,0
"1468",1011208514,1,"peri","-28.44547201","-65.71197996",NA,0,2,4,2,0,0,0,NA,NA,NA,0,0
"1469",1011208999,0,NA,"-28.43792997","-65.71198901",NA,1,1,6,1,3,0,0,NA,NA,NA,0,0
"1470",1011206121,0,NA,"-28.44198723","-65.71203193",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1471",1011208864,0,NA,"-28.44303698","-65.71204802",NA,0,2,3,2,0,0,0,NA,NA,NA,0,1
"1472",1011206097,0,NA,"-28.44214682","-65.71205095",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1473",1011208512,0,NA,"-28.44576596","-65.71205598",NA,0,2,4,0,0,0,0,NA,NA,NA,0,0
"1474",1011206092,0,NA,"-28.44286524","-65.71207702",NA,0,0,1,1,0,0,0,NA,NA,NA,0,0
"1475",1011206147,0,NA,"-28.44789798","-65.71208901",NA,0,1,7,8,10,10,0,NA,NA,NA,0,0
"1476",1011206191,1,"peri","-28.45153699","-65.71209496",NA,0,2,4,2,0,0,0,"aves de corral",1,NA,1,1
"1477",1011206191,1,"peri","-28.45153699","-65.71209496",NA,0,2,4,2,0,0,0,"conejos",2,NA,0,0
"1478",1011206276,0,NA,"-28.4451996","-65.71216294",NA,0,1,3,0,0,0,0,NA,NA,NA,0,0
"1479",1011205948,0,NA,"-28.44324896","-65.71218104",NA,2,0,4,0,0,0,0,NA,NA,NA,0,0
"1480",1011206272,0,NA,"-28.44569011","-65.71222002",NA,0,1,2,0,1,0,0,NA,NA,NA,1,1
"1481",1011208573,0,NA,"-28.44445696","-65.71222303",NA,0,0,7,1,2,0,0,NA,NA,NA,0,0
"1482",1011206038,0,NA,"-28.441228","-65.71222488",NA,0,2,4,6,0,0,0,NA,NA,NA,0,0
"1483",1011208521,0,NA,"-28.44728401","-65.71225103",NA,0,1,3,1,0,0,0,NA,NA,NA,0,0
"1484",1011206091,0,NA,"-28.44209754","-65.71227894",NA,0,0,2,2,0,0,0,NA,NA,NA,0,0
"1485",1011208546,0,NA,"-28.44514696","-65.71229101",NA,0,0,5,0,1,0,0,NA,NA,NA,0,0
"1486",1011208513,0,NA,"-28.44581198","-65.71230501",NA,1,1,4,5,1,0,0,NA,NA,NA,0,0
"1487",1011208513,1,"domi","-28.44581198","-65.71230501",NA,1,1,4,1,0,0,0,NA,NA,NA,0,0
"1488",1011206096,0,NA,"-28.44198061","-65.71234181",NA,0,1,4,1,0,0,0,NA,NA,NA,0,0
"1489",1011206189,0,NA,"-28.44604315","-65.71234575",NA,0,1,6,0,0,0,0,NA,NA,NA,0,0
"1490",1011206189,0,NA,"-28.44604315","-65.71234575",NA,0,3,8,5,1,0,0,NA,NA,NA,0,0
"1491",1011206031,0,NA,"-28.437777","-65.71236301",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1492",1011206413,0,NA,"-28.45140162","-65.71236611",NA,0,0,3,1,0,0,0,"Otros animales",1,NA,1,1
"1493",1011205949,0,NA,"-28.44378901","-65.71239201",NA,0,2,5,2,2,0,0,NA,NA,NA,0,0
"1494",1011205950,0,NA,"-28.44391398","-65.71244197",NA,0,0,2,5,1,0,0,"porcinos",1,NA,0,0
"1495",1011205950,1,"domi","-28.44391398","-65.71244197",NA,0,0,2,3,0,0,0,NA,NA,NA,0,0
"1496",1011209009,0,NA,"-28.44189797","-65.71245002",NA,0,1,2,1,0,0,0,NA,NA,NA,1,0
"1497",1011208965,0,NA,"-28.43887302","-65.71255697",NA,0,0,2,2,3,0,0,NA,NA,NA,0,0
"1498",1011208997,0,NA,"-28.438107","-65.71255697",NA,0,0,2,2,0,0,0,NA,NA,NA,0,0
"1499",1011206032,0,NA,"-28.43830087","-65.71259527",NA,1,0,3,1,0,0,0,NA,NA,NA,0,0
"1500",1011206066,0,NA,"-28.44406804","-65.71259703",NA,0,0,5,1,0,0,0,NA,NA,NA,0,0
"1501",1011209015,0,NA,"-28.44340897","-65.71262796",NA,1,1,4,3,0,0,0,"Otros animales",1,NA,0,0
"1502",1011206233,0,NA,"-28.45272202","-65.71262998",NA,0,0,2,2,0,0,0,NA,NA,NA,0,0
"1503",1011206039,0,NA,"-28.44110018","-65.71263132",NA,0,0,2,2,0,0,0,NA,NA,NA,1,1
"1504",1011206093,0,NA,"-28.44303036","-65.71263216",NA,0,0,6,3,0,0,0,NA,NA,NA,0,0
"1505",1011206232,0,NA,"-28.45272101","-65.71263299",NA,0,2,5,5,0,0,0,"Otros animales",7,NA,0,0
"1506",1011208586,0,NA,"-28.44467397","-65.71263702",NA,1,1,5,0,0,0,0,NA,NA,NA,0,0
"1507",1011206359,0,NA,"-28.44313161","-65.71263827",NA,2,0,4,3,0,0,0,NA,NA,NA,0,0
"1508",1011206037,0,NA,"-28.44160778","-65.71264347",NA,0,0,4,2,0,0,0,NA,NA,NA,0,0
"1509",1011208995,0,NA,"-28.438395","-65.71264498",NA,0,1,5,1,0,0,0,NA,NA,NA,0,0
"1510",1011208585,0,NA,"-28.44476701","-65.71265101",NA,0,2,4,0,0,0,0,"Otros animales",1,NA,0,0
"1511",1011206034,1,"peri","-28.43975178","-65.71265923",NA,0,2,13,4,2,6,0,NA,NA,NA,0,0
"1512",1011206034,1,"peri","-28.43975178","-65.71265923",NA,0,4,13,4,6,50,0,"porcinos",4,NA,1,1
"1513",1011206146,0,NA,"-28.44830601","-65.71268404",NA,1,0,6,2,1,30,0,NA,NA,NA,1,1
"1514",1011206146,1,"peri","-28.44830601","-65.71268404",NA,1,0,6,2,1,30,0,NA,NA,NA,0,0
"1515",1011206084,0,NA,"-28.45282","-65.71270902",NA,0,0,2,3,0,0,0,NA,NA,NA,0,0
"1516",1011206084,1,"peri","-28.45282","-65.71270902",NA,0,0,3,0,0,0,0,"porcinos",6,NA,0,0
"1517",1011208544,0,NA,"-28.44473901","-65.71275302",NA,2,0,4,1,0,0,0,NA,NA,NA,0,0
"1518",1011206448,0,NA,"-28.44446668","-65.71279895",NA,0,0,1,0,3,0,0,NA,NA,NA,0,0
"1519",1011206448,0,NA,"-28.44446668","-65.71279895",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1520",1011206095,0,NA,"-28.44235327","-65.71282083",NA,0,2,5,3,1,0,0,NA,NA,NA,0,0
"1521",1011206449,0,NA,"-28.44447113","-65.71282209",NA,0,2,5,3,0,10,0,NA,NA,NA,0,0
"1522",1011206449,0,NA,"-28.44447113","-65.71282209",NA,0,2,5,3,0,0,0,NA,NA,NA,0,0
"1523",1011206275,0,NA,"-28.44561308","-65.71289937",NA,0,1,4,3,1,0,0,NA,NA,NA,0,0
"1524",1011206392,0,NA,"-28.44245922","-65.71291991",NA,0,0,2,1,0,0,0,NA,NA,NA,0,1
"1525",1011206393,0,NA,"-28.44238663","-65.71292351",NA,1,1,3,2,0,0,0,NA,NA,NA,1,1
"1526",1011206391,0,NA,"-28.44241655","-65.71293348",NA,0,0,4,3,0,0,0,NA,NA,NA,0,0
"1527",1011206067,0,NA,"-28.44436099","-65.71294597",NA,0,0,3,8,9,0,0,NA,NA,NA,0,0
"1528",1011208416,0,NA,"-28.45334102","-65.71297296",NA,0,0,4,0,0,0,0,NA,NA,NA,1,1
"1529",1011206065,0,NA,"-28.44310203","-65.71301999",NA,0,0,3,2,0,0,0,NA,NA,NA,0,1
"1530",1011206065,1,"peri","-28.44310203","-65.71301999",NA,0,0,3,2,0,0,0,NA,NA,NA,0,0
"1531",1011206033,0,NA,"-28.43976804","-65.71304362",NA,0,0,3,3,0,0,0,NA,NA,NA,0,0
"1532",1011206033,0,NA,"-28.43976804","-65.71304362",NA,0,0,2,3,0,0,0,NA,NA,NA,0,0
"1533",1011208476,0,NA,"-28.45116902","-65.71306701",NA,0,2,7,2,0,0,0,NA,NA,NA,1,1
"1534",1011206273,0,NA,"-28.44554921","-65.71310355",NA,0,1,4,2,0,0,0,NA,NA,NA,0,0
"1535",1011206068,0,NA,"-28.44420601","-65.71314102",NA,0,0,4,2,4,0,0,NA,NA,NA,0,0
"1536",1011206036,0,NA,"-28.4401086","-65.71315175",NA,0,1,6,4,0,0,0,NA,NA,NA,0,0
"1537",1011206444,0,NA,"-28.44568214","-65.71315267",NA,2,2,6,1,5,0,0,NA,NA,NA,0,0
"1538",1011206035,0,NA,"-28.43983761","-65.71317958",NA,0,0,2,2,4,0,0,NA,NA,NA,0,0
"1539",1011206188,0,NA,"-28.44582531","-65.71318435",NA,0,0,3,2,0,3,0,NA,NA,NA,0,0
"1540",1011206188,1,"peri","-28.44582531","-65.71318435",NA,0,0,3,3,0,2,0,"conejos",3,NA,0,0
"1541",1011208415,0,NA,"-28.45309401","-65.71327798",NA,0,0,1,1,1,0,0,NA,NA,NA,1,1
"1542",1011208648,1,"peri","-28.45446202","-65.71333498",NA,0,1,4,5,0,0,0,"Otros animales",1,NA,0,0
"1543",1011208648,0,NA,"-28.45446202","-65.71333498","T. guasayana",0,1,4,5,0,0,0,"Otros animales",1,"peri",0,0
"1544",1011206207,0,NA,"-28.45300902","-65.71334797",NA,1,0,3,4,0,0,0,NA,NA,NA,0,0
"1545",1011208543,0,NA,"-28.44439301","-65.71351997",NA,0,10,16,0,1,0,0,NA,NA,NA,0,0
"1546",1011208647,0,NA,"-28.45436596","-65.71353396",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1547",1011206208,0,NA,"-28.45276301","-65.71353698",NA,0,0,3,0,0,0,0,NA,NA,NA,0,1
"1548",1011208417,0,NA,"-28.45278698","-65.71354796",NA,0,3,7,3,0,0,0,"Otros animales",3,NA,1,1
"1549",1011208615,0,NA,"-28.445729","-65.71355903",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1550",1011209017,0,NA,"-28.44172471","-65.71384795",NA,0,1,5,1,0,0,0,NA,NA,NA,0,0
"1551",1011208617,0,NA,"-28.445945","-65.71386002",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1552",1011208619,0,NA,"-28.44652704","-65.71389497",NA,2,0,4,0,0,0,0,NA,NA,NA,1,1
"1553",1011206215,0,NA,"-28.44511201","-65.71393403",NA,1,1,3,1,0,0,0,NA,NA,NA,1,1
"1554",1011206064,0,NA,"-28.44317202","-65.71395004",NA,0,0,2,1,1,0,0,NA,NA,NA,0,0
"1555",1011206204,0,NA,"-28.45398903","-65.71398902",NA,0,0,2,3,1,0,0,NA,NA,NA,1,0
"1556",1011209019,0,NA,"-28.44211816","-65.71398944",NA,0,0,4,3,1,0,0,"Otros animales",1,NA,0,0
"1557",1011206187,0,NA,"-28.44667112","-65.71399162",NA,1,2,5,2,1,0,0,NA,NA,NA,0,0
"1558",1011206437,0,NA,"-28.44616997","-65.71400134",NA,0,0,1,1,0,0,0,NA,NA,NA,0,0
"1559",1011208441,0,NA,"-28.45359902","-65.71401701",NA,0,1,5,4,1,1,0,"Otros animales",1,NA,1,0
"1560",1011208623,0,NA,"-28.44775801","-65.71402598",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1561",1011208624,0,NA,"-28.44786102","-65.71404903",NA,0,1,5,4,0,10,0,"Otros animales",5,NA,1,1
"1562",1011208624,1,"peri","-28.44786102","-65.71404903",NA,0,1,5,5,0,10,0,"Otros animales",6,NA,0,0
"1563",1011208681,0,NA,"-28.44537528","-65.71405188",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1564",1011206218,0,NA,"-28.44545399","-65.71405599",NA,0,0,3,0,0,0,0,NA,NA,NA,0,0
"1565",1011208643,0,NA,"-28.45318403","-65.71407401",NA,0,0,5,0,1,0,0,NA,NA,NA,0,0
"1566",1011206101,0,NA,"-28.44228102","-65.71408499",NA,0,3,5,2,0,0,0,NA,NA,NA,0,0
"1567",1011206216,0,NA,"-28.44572598","-65.71409002",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1568",1011206217,0,NA,"-28.44602102","-65.71409103",NA,0,4,14,12,0,30,0,NA,NA,NA,0,0
"1569",1011206217,1,"peri","-28.44602102","-65.71409103",NA,2,5,15,15,0,6,0,NA,NA,NA,1,1
"1570",1011206219,0,NA,"-28.44647197","-65.71409899",NA,0,3,10,7,2,8,0,NA,NA,NA,1,1
"1571",1011206231,0,NA,"-28.45319602","-65.71415104",NA,1,1,4,3,0,0,0,NA,NA,NA,0,0
"1572",1011206103,0,NA,"-28.44257296","-65.71419404",NA,0,0,3,3,0,0,0,NA,NA,NA,0,0
"1573",1011209022,0,NA,"-28.44304436","-65.71423444",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1574",1011208628,0,NA,"-28.44662025","-65.71425372",NA,0,0,2,1,3,0,0,NA,NA,NA,0,0
"1575",1011206104,0,NA,"-28.44294","-65.71425498",NA,1,0,2,2,2,0,0,NA,NA,NA,0,0
"1576",1011208517,0,NA,"-28.44875403","-65.71429403",NA,1,2,5,2,0,0,0,NA,NA,NA,0,0
"1577",1011206069,0,NA,"-28.444104","-65.71429797",NA,0,0,4,3,3,0,0,NA,NA,NA,0,0
"1578",1011206110,0,NA,"-28.44530898","-65.71432304",NA,1,0,6,5,0,0,0,NA,NA,NA,1,1
"1579",1011206220,0,NA,"-28.44698997","-65.71436402",NA,1,1,4,2,0,0,0,NA,NA,NA,1,1
"1580",1011206214,0,NA,"-28.445254","-65.71436796",NA,0,1,2,2,0,0,0,NA,NA,NA,0,0
"1581",1011209021,0,NA,"-28.44296599","-65.71438506",NA,0,1,6,1,0,0,0,"Otros animales",2,NA,0,0
"1582",1011206137,0,NA,"-28.45385534","-65.71441423",NA,2,2,9,6,3,0,0,"Otros animales",1,NA,0,0
"1583",1011206193,0,NA,"-28.45131998","-65.71442597",NA,1,2,5,1,0,0,0,NA,NA,NA,0,0
"1584",1011208438,0,NA,"-28.45157596","-65.71448003",NA,0,2,5,3,0,0,0,NA,NA,NA,1,1
"1585",1011206105,0,NA,"-28.44319004","-65.71452303",NA,0,1,3,3,0,0,0,NA,NA,NA,0,0
"1586",1011206106,0,NA,"-28.44342196","-65.71452898",NA,1,3,8,4,0,0,0,NA,NA,NA,0,0
"1587",1011208433,1,"peri","-28.45252102","-65.71454599",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1588",1011208433,0,NA,"-28.45252102","-65.71454599",NA,0,0,2,1,0,0,0,NA,NA,NA,1,0
"1589",1011209023,0,NA,"-28.44363","-65.71456963",NA,0,1,3,2,0,0,0,NA,NA,NA,0,0
"1590",1011206462,0,NA,"-28.44569866","-65.71458539",NA,0,2,4,0,1,0,0,NA,NA,NA,0,0
"1591",1011206462,0,NA,"-28.44569866","-65.71458539",NA,0,2,4,0,1,0,0,NA,NA,NA,0,0
"1592",1011208442,0,NA,"-28.45371704","-65.71461104",NA,0,1,3,2,0,0,0,NA,NA,NA,0,0
"1593",1011206461,0,NA,"-28.44577787","-65.71461171",NA,0,1,3,3,0,10,0,NA,NA,NA,0,0
