"","idviv","posiTi","where","latitud","longitud","otraespecie","menores0a4","menores5a14","totalhabit","numperro","numgato","numgallinas","numcabras","otroanimal","cantotro","where.Tg","techo","pared"
"1127",1011208340,0,NA,"-28.44854004","-65.70582303",NA,0,1,3,1,0,0,0,NA,NA,NA,1,1
"1128",1011206141,0,NA,"-28.44732299","-65.70583301",NA,0,1,6,3,0,0,0,NA,NA,NA,1,1
"1129",1011208341,0,NA,"-28.44897103","-65.70588699",NA,0,1,6,4,1,0,0,"conejos",1,NA,1,1
"1130",1011208342,0,NA,"-28.44910196","-65.70590199",NA,0,0,4,1,0,0,0,NA,NA,NA,1,1
"1131",1011205973,0,NA,"-28.44379102","-65.70593803",NA,0,0,1,1,2,0,0,NA,NA,NA,1,1
"1132",1011206019,0,NA,"-28.44944201","-65.70595002",NA,1,1,5,5,2,0,0,NA,NA,NA,0,0
"1133",1011206143,0,NA,"-28.44919299","-65.70604599",NA,0,0,2,4,1,0,0,NA,NA,NA,1,1
"1134",1011206271,0,NA,"-28.44695502","-65.70605705",NA,0,1,7,2,0,0,0,NA,NA,NA,0,0
"1135",1011208344,0,NA,"-28.45001902","-65.70608497",NA,0,0,3,6,0,6,0,NA,NA,NA,0,0
"1136",1011206020,0,NA,"-28.45003797","-65.70608597",NA,0,0,4,0,1,0,0,NA,NA,NA,0,0
"1137",1011208422,0,NA,"-28.44748199","-65.70609997",NA,1,0,5,3,0,0,0,NA,NA,NA,0,0
"1138",1011206167,0,NA,"-28.45652598","-65.70611606",NA,0,3,7,3,0,0,0,"Otros animales",1,NA,0,0
"1139",1011206142,0,NA,"-28.44853501","-65.70612604",NA,0,10,10,2,0,40,0,NA,NA,NA,0,0
"1140",1011208717,0,NA,"-28.44169202","-65.70614699",NA,0,3,5,1,1,0,0,NA,NA,NA,0,0
"1141",1011205978,0,NA,"-28.44265603","-65.70615697",NA,0,0,2,3,0,0,0,NA,NA,NA,1,1
"1142",1011205928,0,NA,"-28.44517403","-65.70625998",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1143",1011208588,0,NA,"-28.44594802","-65.70636903",NA,0,0,3,2,4,2,0,NA,NA,NA,0,0
"1144",1011205903,0,NA,"-28.44293833","-65.70638118",NA,1,1,4,0,0,0,0,NA,NA,NA,0,0
"1145",1011206168,0,NA,"-28.45640126","-65.70638839",NA,0,0,1,2,0,0,0,NA,NA,NA,0,0
"1146",1011206251,0,NA,"-28.44629955","-65.70641915",NA,1,2,10,5,0,0,0,NA,NA,NA,0,0
"1147",1011208587,0,NA,"-28.44616896","-65.70642301",NA,0,0,20,9,0,0,0,NA,NA,NA,0,0
"1148",1011208653,0,NA,"-28.44649804","-65.70644799",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1149",1011208654,0,NA,"-28.44663902","-65.70645402",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1150",1011208358,0,NA,"-28.453063","-65.70647003",NA,0,1,3,4,0,0,0,NA,NA,NA,1,1
"1151",1011206253,0,NA,"-28.44661497","-65.70647355",NA,1,0,3,1,0,0,0,NA,NA,NA,0,0
"1152",1011206253,0,NA,"-28.44661497","-65.70647355",NA,2,0,4,2,0,0,0,NA,NA,NA,0,0
"1153",1011206254,0,NA,"-28.44682728","-65.70649476",NA,0,0,3,1,2,15,0,NA,NA,NA,0,0
"1154",1011206254,0,NA,"-28.44682728","-65.70649476",NA,0,0,3,1,2,60,0,NA,NA,NA,0,0
"1155",1011206255,0,NA,"-28.44696474","-65.70649945",NA,2,0,4,2,0,10,0,"equinos",1,NA,0,0
"1156",1011206255,1,"peri","-28.44696474","-65.70649945",NA,2,0,4,5,0,20,0,NA,NA,NA,0,0
"1157",1011206115,0,NA,"-28.45159801","-65.70650004",NA,1,0,3,4,2,0,0,NA,NA,NA,0,0
"1158",1011205929,0,NA,"-28.44512098","-65.70652502",NA,1,2,5,2,0,0,0,NA,NA,NA,0,0
"1159",1011208739,0,NA,"-28.44331099","-65.70652904",NA,2,0,4,1,0,0,0,NA,NA,NA,0,0
"1160",1011206302,1,"peri","-28.4472706","-65.70656634",NA,0,0,2,5,0,18,0,"aves de corral",12,NA,0,0
"1161",1011206302,1,"peri","-28.4472706","-65.70656634",NA,0,0,4,5,0,20,0,"aves de corral",13,NA,1,1
"1162",1011206113,0,NA,"-28.45137304","-65.70659601",NA,0,0,1,0,0,6,0,NA,NA,NA,0,0
"1163",1011206113,1,"domi","-28.45137304","-65.70659601",NA,0,0,3,3,1,7,0,NA,NA,NA,1,0
"1164",1011206151,0,NA,"-28.44743899","-65.70661001",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1165",1011206410,0,NA,"-28.45134613","-65.70672995",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1166",1011208347,0,NA,"-28.45210603","-65.70673297",NA,0,0,2,2,1,0,0,NA,NA,NA,0,0
"1167",1011205984,0,NA,"-28.44019267","-65.70675946",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1168",1011205995,0,NA,"-28.43882482","-65.70677077",NA,1,0,3,1,0,0,0,NA,NA,NA,0,0
"1169",1011205987,0,NA,"-28.44002914","-65.70678259",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1170",1011205996,0,NA,"-28.44016266","-65.70682006",NA,0,0,2,2,0,0,0,NA,NA,NA,1,1
"1171",1011208793,1,"peri","-28.44508602","-65.70685501",NA,0,0,5,3,2,3,0,"Otros animales",1,NA,1,1
"1172",1011208295,0,NA,"-28.45266201","-65.70688996",NA,1,0,2,2,2,0,0,NA,NA,NA,0,0
"1173",1011205974,0,NA,"-28.44369899","-65.70689298",NA,1,2,10,3,1,10,0,"aves de corral",3,NA,0,0
"1174",1011205974,1,"domiyperi","-28.44369899","-65.70689298",NA,1,0,5,3,1,10,0,"Otros animales",3,NA,1,1
"1175",1011206112,0,NA,"-28.45047701","-65.70689499",NA,0,0,7,3,0,20,0,NA,NA,NA,0,0
"1176",1011206112,1,"peri","-28.45047701","-65.70689499",NA,0,0,8,3,1,20,0,NA,NA,NA,0,0
"1177",1011206114,0,NA,"-28.45095696","-65.70693204",NA,0,0,1,1,1,10,0,NA,NA,NA,1,1
"1178",1011205989,0,NA,"-28.4405691","-65.70695811",NA,0,1,3,1,0,0,0,NA,NA,NA,0,0
"1179",1011206171,0,NA,"-28.453222","-65.70697035",NA,0,1,3,3,0,0,0,NA,NA,NA,1,1
"1180",1011205986,0,NA,"-28.44106673","-65.70697336",NA,0,1,4,2,0,0,0,NA,NA,NA,0,0
"1181",1011206252,0,NA,"-28.44637239","-65.70698543",NA,0,0,5,1,0,0,0,NA,NA,NA,0,0
"1182",1011208294,0,NA,"-28.45290198","-65.70700899",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1183",1011208362,0,NA,"-28.45626396","-65.70702801",NA,0,0,3,3,0,0,0,NA,NA,NA,0,0
"1184",1011206150,1,"peri","-28.44980302","-65.70705299",NA,1,0,5,2,1,25,0,NA,NA,NA,0,0
"1185",1011206150,1,"peri","-28.44980302","-65.70705299",NA,0,4,8,1,1,20,0,NA,NA,NA,0,0
"1186",1011208382,0,NA,"-28.45603899","-65.70707101",NA,1,0,3,1,0,0,0,NA,NA,NA,1,1
"1187",1011208299,0,NA,"-28.45278002","-65.70708199",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1188",1011208360,0,NA,"-28.45579801","-65.70708903","T. guasayana",0,0,5,3,1,0,0,NA,NA,"peri",1,1
"1189",1011206173,0,NA,"-28.45517289","-65.70709582",NA,1,2,11,2,0,0,0,NA,NA,NA,0,0
"1190",1011205975,1,"domi","-28.44422797","-65.70712902",NA,0,1,5,2,2,20,0,"porcinos",12,NA,1,0
"1191",1011205999,0,NA,"-28.44028621","-65.70718979",NA,0,0,2,0,0,0,0,NA,NA,NA,1,1
"1192",1011206000,0,NA,"-28.43952597","-65.70722382",NA,0,3,5,1,1,0,0,NA,NA,NA,1,1
"1193",1011206301,0,NA,"-28.44752264","-65.70723446",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1194",1011206404,0,NA,"-28.4475809","-65.70723991",NA,0,1,2,3,2,0,0,NA,NA,NA,0,0
"1195",1011208363,0,NA,"-28.45600597","-65.70725399",NA,0,1,3,1,0,0,0,NA,NA,NA,0,0
"1196",1011206303,0,NA,"-28.44751225","-65.70733219",NA,0,0,2,2,1,10,0,NA,NA,NA,0,0
"1197",1011206303,0,NA,"-28.44751225","-65.70733219",NA,0,0,2,2,1,15,0,NA,NA,NA,0,0
"1198",1011206152,0,NA,"-28.44755298","-65.70733303",NA,0,3,6,12,5,0,0,NA,NA,NA,0,0
"1199",1011206152,0,NA,"-28.44755298","-65.70733303",NA,0,2,7,12,5,0,0,NA,NA,NA,1,1
"1200",1011206402,0,NA,"-28.44716582","-65.70734049",NA,1,0,4,1,0,0,0,NA,NA,NA,0,0
"1201",1011208801,0,NA,"-28.44336497","-65.70736203",NA,0,0,1,1,1,0,0,NA,NA,NA,0,0
"1202",1011206175,0,NA,"-28.45590094","-65.70739715",NA,0,1,4,3,1,0,0,NA,NA,NA,0,0
"1203",1011208298,1,"peri","-28.45503702","-65.70741702",NA,0,0,3,3,1,8,0,NA,NA,NA,0,0
"1204",1011208298,1,"peri","-28.45503702","-65.70741702","T. guasayana",0,0,3,3,1,8,0,NA,NA,"peri",0,0
"1205",1011208364,0,NA,"-28.45584302","-65.70747703",NA,1,1,5,2,0,0,0,NA,NA,NA,0,0
"1206",1011206055,0,NA,"-28.43824798","-65.70751903",NA,1,1,3,2,0,0,0,NA,NA,NA,1,1
"1207",1011206043,0,NA,"-28.44337402","-65.70753696",NA,1,1,4,0,1,0,0,NA,NA,NA,0,0
"1208",1011205997,0,NA,"-28.44145616","-65.70755247",NA,1,1,4,0,3,0,0,NA,NA,NA,1,1
"1209",1011208384,0,NA,"-28.452776","-65.70760603",NA,0,0,7,2,0,0,0,NA,NA,NA,0,0
"1210",1011205988,0,NA,"-28.44085928","-65.70762003",NA,0,0,1,0,1,0,0,NA,NA,NA,0,0
"1211",1011206144,0,NA,"-28.44930396","-65.70772799",NA,0,4,5,2,5,0,0,NA,NA,NA,0,0
"1212",1011206042,0,NA,"-28.44348801","-65.70777602",NA,1,1,3,6,0,0,0,NA,NA,NA,1,1
"1213",1011206044,0,NA,"-28.44319599","-65.70779697",NA,0,0,1,1,0,0,0,NA,NA,NA,1,1
"1214",1011208377,0,NA,"-28.45553298","-65.70783402",NA,0,2,6,6,3,0,0,NA,NA,NA,0,0
"1215",1011206153,0,NA,"-28.44826704","-65.70783896",NA,0,0,2,1,10,20,0,"porcinos",2,NA,1,1
"1216",1011208802,0,NA,"-28.44361399","-65.70783997",NA,0,1,1,2,0,0,0,NA,NA,NA,0,0
"1217",1011205780,0,NA,"-28.44356596","-65.70785103",NA,1,1,5,10,1,0,0,NA,NA,NA,0,0
"1218",1011208369,0,NA,"-28.44839897","-65.70787501",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1219",1011208805,0,NA,"-28.44492802","-65.70789303",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1220",1011206154,0,NA,"-28.44877599","-65.70791096",NA,0,0,3,4,1,0,0,"porcinos",1,NA,0,0
"1221",1011206159,0,NA,"-28.447944","-65.70791096",NA,0,1,7,2,0,0,0,NA,NA,NA,0,0
"1222",1011206154,1,"peri","-28.44877599","-65.70791096",NA,0,0,3,4,3,0,0,"porcinos",2,NA,1,1
"1223",1011208370,0,NA,"-28.44860902","-65.70791298",NA,2,1,5,2,0,0,0,NA,NA,NA,0,0
"1224",1011206116,1,"peri","-28.45216496","-65.70791801",NA,0,3,7,2,0,20,0,NA,NA,NA,0,0
"1225",1011206045,0,NA,"-28.44328601","-65.70795204",NA,0,0,3,4,1,10,0,"Otros animales",9,NA,0,0
"1226",1011206045,1,"peri","-28.44328601","-65.70795204",NA,0,0,3,3,1,14,0,"Otros animales",13,NA,1,0
"1227",1011206445,0,NA,"-28.45249303","-65.70800191",NA,0,2,4,2,0,2,0,NA,NA,NA,0,0
"1228",1011206177,0,NA,"-28.45559643","-65.70800459",NA,0,3,8,2,4,0,0,NA,NA,NA,0,0
"1229",1011206177,0,NA,"-28.45559643","-65.70800459",NA,0,2,8,2,4,0,0,NA,NA,NA,0,0
"1230",1011208373,0,NA,"-28.45567203","-65.70801197",NA,0,1,5,1,1,0,0,NA,NA,NA,0,0
"1231",1011206041,0,NA,"-28.44430198","-65.70802596",NA,1,0,3,3,2,6,0,NA,NA,NA,1,1
"1232",1011206160,0,NA,"-28.44868303","-65.70802697",NA,0,0,4,2,7,30,0,"porcinos",1,NA,1,1
"1233",1011208372,0,NA,"-28.45538696","-65.70803099",NA,1,2,6,2,1,0,0,"equinos",2,NA,0,0
"1234",1011206004,0,NA,"-28.44433098","-65.70806502",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1235",1011206178,0,NA,"-28.45577865","-65.70806704",NA,0,1,4,2,0,0,0,NA,NA,NA,0,0
"1236",1011206178,0,NA,"-28.45577865","-65.70806704",NA,0,1,7,2,0,0,0,NA,NA,NA,0,0
"1237",1011205930,0,NA,"-28.44492702","-65.70806896",NA,1,3,8,2,1,0,0,"Otros animales",3,NA,1,0
"1238",1011206352,0,NA,"-28.44321904","-65.70807441",NA,0,0,2,1,0,0,0,NA,NA,NA,0,0
"1239",1011206466,0,NA,"-28.44928619","-65.70809151",NA,0,0,1,5,0,0,0,NA,NA,NA,0,0
"1240",1011206048,0,NA,"-28.44322801","-65.70811599",NA,0,0,2,2,2,3,0,"Otros animales",1,NA,0,0
"1241",1011206048,1,"peri","-28.44322801","-65.70811599",NA,0,0,2,2,2,3,0,"Otros animales",1,NA,0,0
"1242",1011205990,0,NA,"-28.44014799","-65.70811708",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1243",1011208815,0,NA,"-28.44450298","-65.70812101",NA,0,0,5,0,0,0,0,NA,NA,NA,0,0
"1244",1011206179,0,NA,"-28.4558644","-65.70817407",NA,2,4,10,3,1,0,0,NA,NA,NA,0,1
"1245",1011205909,0,NA,"-28.4399071","-65.70818128",NA,0,0,2,2,1,0,0,NA,NA,NA,1,1
"1246",1011206005,0,NA,"-28.44489299","-65.70821296",NA,0,0,6,1,8,0,0,NA,NA,NA,0,0
"1247",1011206081,0,NA,"-28.44071838","-65.70832863",NA,0,3,5,2,0,0,0,NA,NA,NA,0,0
"1248",1011205998,0,NA,"-28.44030884","-65.70835537",NA,0,1,3,1,0,0,0,NA,NA,NA,1,1
"1249",1011208885,0,NA,"-28.44391004","-65.70835596",NA,0,0,4,1,0,0,0,NA,NA,NA,0,0
"1250",1011206003,0,NA,"-28.44397601","-65.70835697",NA,0,0,5,6,3,0,0,NA,NA,NA,0,0
"1251",1011206046,0,NA,"-28.44316397","-65.70837197",NA,0,1,3,1,0,0,0,NA,NA,NA,1,0
"1252",1011208667,0,NA,"-28.44501503","-65.70841799",NA,0,1,3,2,0,0,0,NA,NA,NA,0,0
"1253",1011208794,0,NA,"-28.44159404","-65.70846903",NA,1,1,5,3,0,0,0,"Otros animales",1,NA,1,1
"1254",1011208385,0,NA,"-28.45211903","-65.70847096",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1255",1011206047,0,NA,"-28.443012","-65.70850499",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1256",1011205919,0,NA,"-28.44176897","-65.70851597",NA,0,0,1,1,0,0,0,NA,NA,NA,1,1
"1257",1011206021,0,NA,"-28.44383896","-65.70862602",NA,0,1,4,2,0,0,0,NA,NA,NA,0,0
"1258",1011208898,0,NA,"-28.44391298","-65.70864698",NA,0,0,2,4,1,0,0,"equinos",2,NA,1,1
"1259",1011206169,0,NA,"-28.45565678","-65.70865754",NA,0,0,2,0,1,0,0,NA,NA,NA,0,0
"1260",1011206156,1,"peri","-28.449756","-65.70880699",NA,0,3,5,4,0,10,0,"porcinos",10,NA,1,1
"1261",1011206054,0,NA,"-28.43803198","-65.70881001",NA,0,0,4,5,0,0,0,NA,NA,NA,1,1
"1262",1011208661,0,NA,"-28.44499701","-65.70881403",NA,1,0,3,0,0,0,0,NA,NA,NA,0,0
"1263",1011208661,0,NA,"-28.44499701","-65.70881403","T. guasayana",1,0,3,0,0,0,0,NA,NA,"domi",0,0
"1264",1011208772,0,NA,"-28.4440631","-65.70881546",NA,1,1,5,1,0,0,0,NA,NA,NA,0,0
"1265",1011208657,0,NA,"-28.447671","-65.70882803",NA,0,0,1,0,0,0,0,NA,NA,NA,1,1
"1266",1011208389,0,NA,"-28.45276401","-65.70886298",NA,1,0,4,3,1,0,0,"Otros animales",1,NA,1,1
"1267",1011206118,0,NA,"-28.45214501","-65.70888503",NA,0,0,3,9,0,0,0,"Otros animales",2,NA,1,1
"1268",1011208884,0,NA,"-28.44376403","-65.70889399",NA,0,0,3,7,0,0,0,"Otros animales",1,NA,0,0
"1269",1011208812,0,NA,"-28.43822099","-65.70891897",NA,1,0,6,0,0,0,0,NA,NA,NA,0,0
"1270",1011206117,0,NA,"-28.45291497","-65.70891998",NA,1,3,5,12,1,0,0,NA,NA,NA,0,0
"1271",1011205981,0,NA,"-28.43811236","-65.70892794",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1272",1011208659,0,NA,"-28.44726096","-65.70892802",NA,1,3,5,1,0,0,0,NA,NA,NA,0,0
"1273",1011206406,0,NA,"-28.44781341","-65.70896273",NA,0,1,4,2,0,0,0,NA,NA,NA,0,0
"1274",1011206062,0,NA,"-28.44304","-65.70896298",NA,0,1,4,2,3,0,0,NA,NA,NA,1,0
"1275",1011205778,0,NA,"-28.44358801","-65.70899097",NA,1,3,11,6,1,7,0,NA,NA,NA,0,0
"1276",1011205778,1,"domiyperi","-28.44358801","-65.70899097",NA,0,0,2,4,10,3,0,NA,NA,NA,0,0
"1277",1011208883,1,"peri","-28.443759","-65.70899198",NA,1,1,4,4,0,0,0,NA,NA,NA,1,1
"1278",1011206061,0,NA,"-28.442939","-65.70900799",NA,0,0,2,1,0,0,0,NA,NA,NA,1,0
"1279",1011208810,0,NA,"-28.43858401","-65.70905702",NA,0,2,5,2,1,0,0,NA,NA,NA,0,0
"1280",1011206001,0,NA,"-28.444709","-65.70907404",NA,0,0,1,0,0,0,0,NA,NA,NA,0,0
"1281",1011206407,0,NA,"-28.4477606","-65.70908695",NA,0,0,1,2,0,0,0,NA,NA,NA,0,0
"1282",1011208413,0,NA,"-28.45204602","-65.70910203",NA,2,1,9,2,3,0,0,NA,NA,NA,1,1
"1283",1011208664,0,NA,"-28.44516104","-65.70910698",NA,0,3,5,3,0,0,0,NA,NA,NA,0,0
"1284",1011208664,1,"peri","-28.44516104","-65.70910698",NA,0,3,5,3,0,0,0,NA,NA,NA,0,0
"1285",1011208809,0,NA,"-28.43879499","-65.70913397",NA,0,4,8,5,0,0,0,"Otros animales",1,NA,0,0
"1286",1011208893,0,NA,"-28.44468202","-65.70913497",NA,0,0,2,3,1,0,0,NA,NA,NA,0,0
"1287",1011208660,0,NA,"-28.44769598","-65.70916397",NA,2,0,5,3,0,0,0,NA,NA,NA,0,0
"1288",1011208660,0,NA,"-28.44769598","-65.70916397","T. guasayana",2,0,6,3,0,0,0,NA,NA,"peri",0,0
"1289",1011205918,0,NA,"-28.44291301","-65.70919197",NA,0,4,10,4,10,8,0,"conejos",2,NA,0,0
"1290",1011205918,1,"peri","-28.44291301","-65.70919197",NA,1,5,10,4,6,7,0,NA,NA,NA,1,1
"1291",1011205779,1,"peri","-28.44325701","-65.70920999",NA,0,0,2,4,10,3,0,NA,NA,NA,0,0
"1292",1011205779,1,"peri","-28.44325701","-65.70920999",NA,1,1,6,5,2,9,0,NA,NA,NA,1,0
"1293",1011208808,0,NA,"-28.43900998","-65.70921997",NA,0,0,4,1,0,0,0,NA,NA,NA,1,1
"1294",1011205982,0,NA,"-28.43895483","-65.70926389",NA,1,1,5,4,0,0,0,"Otros animales",2,NA,0,0
"1295",1011205915,0,NA,"-28.43923504","-65.70932801",NA,1,0,4,3,1,0,0,NA,NA,NA,0,0
"1296",1011206399,0,NA,"-28.44590846","-65.70939314",NA,3,1,8,0,0,0,0,NA,NA,NA,NA,NA
"1297",1011206002,0,NA,"-28.44399302","-65.70939599",NA,0,0,3,0,0,14,0,NA,NA,NA,0,0
"1298",1011208576,0,NA,"-28.44478101","-65.70940504",NA,1,1,5,0,0,0,0,NA,NA,NA,0,0
"1299",1011205983,0,NA,"-28.43946805","-65.70947763",NA,0,0,4,1,0,0,0,NA,NA,NA,0,0
"1300",1011208640,0,NA,"-28.44574601","-65.70948903",NA,0,2,7,11,4,0,0,"porcinos",1,NA,0,0
"1301",1011208800,0,NA,"-28.43966997","-65.70949196",NA,1,3,15,3,10,0,0,"porcinos",9,NA,1,1
"1302",1011206157,0,NA,"-28.44785901","-65.70950403",NA,0,0,2,0,1,5,0,NA,NA,NA,0,0
"1303",1011208911,0,NA,"-28.43947099","-65.70951903",NA,0,2,4,0,0,0,0,NA,NA,NA,0,0
"1304",1011206310,0,NA,"-28.44567058","-65.70952565",NA,1,0,9,1,0,0,0,"Otros animales",1,NA,1,1
"1305",1011206309,0,NA,"-28.44579362","-65.70953446",NA,0,2,8,11,5,0,0,"Otros animales",1,NA,NA,NA
"1306",1011206309,0,NA,"-28.44579362","-65.70953446",NA,0,2,8,13,5,0,0,"Otros animales",1,NA,1,1
"1307",1011208635,0,NA,"-28.44498502","-65.70954401",NA,0,3,5,1,0,0,0,NA,NA,NA,0,0
"1308",1011206022,0,NA,"-28.44353302","-65.70954996",NA,0,0,2,1,0,0,0,NA,NA,NA,1,0
"1309",1011206400,0,NA,"-28.44618648","-65.70955499",NA,0,1,6,1,0,0,0,NA,NA,NA,NA,NA
"1310",1011208633,0,NA,"-28.44618497","-65.70956103",NA,0,0,3,2,0,0,0,NA,NA,NA,0,0
"1311",1011206401,0,NA,"-28.44600133","-65.70956941",NA,0,2,3,1,0,0,0,NA,NA,NA,0,0
"1312",1011206308,0,NA,"-28.4460538","-65.70958458",NA,1,1,6,4,0,10,0,NA,NA,NA,NA,NA
"1313",1011206308,1,"peri","-28.4460538","-65.70958458",NA,1,1,6,4,0,10,0,NA,NA,NA,1,1
"1314",1011208909,0,NA,"-28.43975396","-65.70958701",NA,0,0,2,2,0,0,0,NA,NA,NA,1,1
"1315",1011208909,1,"peri","-28.43975396","-65.70958701",NA,0,0,2,2,0,0,0,NA,NA,NA,0,1
"1316",1011206307,0,NA,"-28.44626267","-65.70958776",NA,0,0,3,10,0,0,0,NA,NA,NA,0,0
"1317",1011208367,0,NA,"-28.44645797","-65.70960101",NA,0,1,6,2,0,0,0,NA,NA,NA,0,0
"1318",1011206053,0,NA,"-28.43731902","-65.70961299",NA,0,0,2,5,3,0,0,NA,NA,NA,1,0
"1319",1011205991,0,NA,"-28.43969193","-65.70961584",NA,1,0,5,2,0,0,0,NA,NA,NA,1,1
"1320",1011208366,0,NA,"-28.44714403","-65.70964099",NA,0,2,5,3,0,0,0,NA,NA,NA,0,0
"1321",1011208634,0,NA,"-28.44576504","-65.70965096",NA,0,0,3,0,5,0,0,NA,NA,NA,0,0
"1322",1011208365,0,NA,"-28.44740303","-65.70965096",NA,1,1,4,3,0,0,0,NA,NA,NA,0,0
"1323",1011208693,0,NA,"-28.44716096","-65.70965599",NA,0,2,5,2,0,0,0,NA,NA,NA,0,0
"1324",1011208798,0,NA,"-28.440063","-65.70966203",NA,0,0,4,3,0,0,0,NA,NA,NA,0,0
"1325",1011208910,1,"peri","-28.43964399","-65.70966898",NA,0,0,4,9,1,2,0,"conejos",2,NA,1,1
"1326",1011208910,1,"peri","-28.43964399","-65.70966898",NA,0,0,4,9,1,2,0,"conejos",2,NA,0,1
"1327",1011208530,0,NA,"-28.44639704","-65.70968701",NA,0,1,3,1,1,0,0,NA,NA,NA,1,0
"1328",1011208530,0,NA,"-28.44639704","-65.70968701","T. guasayana",0,1,3,1,1,0,0,NA,NA,"domi",1,1
"1329",1011208631,0,NA,"-28.44639896","-65.70968801",NA,0,2,5,1,0,0,0,NA,NA,NA,0,0
"1330",1011208948,0,NA,"-28.43755899","-65.70969203",NA,0,0,3,2,1,0,0,NA,NA,NA,0,0
"1331",1011206306,0,NA,"-28.44745676","-65.70969447",NA,1,0,5,2,0,0,0,NA,NA,NA,0,0
"1332",1011208368,0,NA,"-28.44605003","-65.70969799",NA,0,1,3,6,0,0,0,NA,NA,NA,0,0
"1333",1011206305,0,NA,"-28.44770662","-65.70970084",NA,0,0,3,3,0,0,0,NA,NA,NA,0,0
"1334",1011208795,0,NA,"-28.442566","-65.70975096",NA,1,1,4,4,1,0,0,NA,NA,NA,0,0
"1335",1011206339,0,NA,"-28.45204694","-65.70980779",NA,0,2,3,1,0,0,0,NA,NA,NA,1,1
"1336",1011208886,0,NA,"-28.44353001","-65.70982799",NA,0,0,2,4,0,0,0,NA,NA,NA,0,0
"1337",1011208378,1,"peri","-28.44739901","-65.70984299",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1338",1011208378,0,NA,"-28.44739901","-65.70984299",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1339",1011206027,0,NA,"-28.44301896","-65.70991097",NA,0,0,3,4,0,0,0,NA,NA,NA,0,0
"1340",1011206338,0,NA,"-28.45195449","-65.70992145",NA,1,0,4,2,0,0,0,"porcinos",4,NA,1,1
"1341",1011206338,1,"peri","-28.45195449","-65.70992145",NA,0,1,4,2,0,0,0,"porcinos",3,NA,1,1
"1342",1011208902,0,NA,"-28.44457104","-65.70996998",NA,1,1,4,0,0,0,0,NA,NA,NA,0,0
"1343",1011208976,0,NA,"-28.44015076","-65.70998004",NA,0,0,2,7,3,10,0,"Otros animales",2,NA,0,0
"1344",1011208976,1,"peri","-28.44015076","-65.70998004",NA,0,0,2,7,3,10,0,"Otros animales",2,NA,0,0
"1345",1011205960,0,NA,"-28.4374103","-65.70998599",NA,0,0,3,2,0,0,0,NA,NA,NA,1,1
"1346",1011206202,0,NA,"-28.45648197","-65.71003301",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1347",1011205913,0,NA,"-28.44238102","-65.71004701",NA,0,0,3,1,0,4,0,NA,NA,NA,0,0
"1348",1011206119,0,NA,"-28.45186799","-65.71005397",NA,1,3,9,5,3,3,0,NA,NA,NA,1,1
"1349",1011206119,1,"peri","-28.45186799","-65.71005397",NA,1,3,8,3,3,3,0,NA,NA,NA,1,0
"1350",1011205916,0,NA,"-28.44110303","-65.71006704",NA,0,1,3,1,1,0,0,NA,NA,NA,0,0
"1351",1011208841,0,NA,"-28.43966603","-65.71009596",NA,0,2,4,2,1,0,0,NA,NA,NA,0,0
"1352",1011208890,0,NA,"-28.44449099","-65.71009898",NA,0,0,2,0,0,0,0,NA,NA,NA,0,0
"1353",1011208930,0,NA,"-28.44085911","-65.71010803",NA,0,3,7,2,0,0,0,NA,NA,NA,1,1
"1354",1011206442,0,NA,"-28.44015554","-65.71014298",NA,0,0,3,1,0,0,0,NA,NA,NA,0,0
"1355",1011206052,0,NA,"-28.43678098","-65.71015002",NA,1,0,6,4,0,0,0,NA,NA,NA,1,1
"1356",1011208876,0,NA,"-28.44105734","-65.71016159",NA,0,0,2,1,3,0,0,NA,NA,NA,0,0
"1357",1011208931,0,NA,"-28.44070774","-65.71016394",NA,0,0,2,0,1,0,0,NA,NA,NA,0,0
"1358",1011205700,0,NA,"-28.43905231","-65.71019797",NA,0,0,5,1,0,0,0,NA,NA,NA,0,0
"1359",1011205992,0,NA,"-28.43828369","-65.71022906",NA,0,1,5,4,0,0,0,NA,NA,NA,1,1
