idviv,fecharecol,lat,Columna1,LAT2,lon,Columna3,LON4,estadoviv,eval+ID,eval+PD,eval+IDPD,numidad,numidn,numpda,numpdn,presidad,presidn,prespda,prespdn,otraespecie,idotra,pdotra,menores0a4,menores5a14,totalhabit,techocol,paredcol,numperro,numgato,numgallinas,numcabras,gallinerosize,corralsize,otroanimal,cantotro,numinsectos,idnegativo,idpositivo,pdnegativo,pdpositivo
1011208644,24/10/2018,-28,45337497,"-28,453375",-65,714,"-65,714",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205775,14/5/2018,-28,43697502,"-28,436975",-65,7033,"-65,7033",Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205775,17/4/2018,-28,43697502,"-28,436975",-65,7033,"-65,7033",Evaluada,1,,,1,0,0,0,,,,,,,,0,3,11,No,No,6,1,2,0,,,porcinos,1,,,,,
1011208049,18/9/2018,-28,44880398,"-28,448804",-65,69414,"-65,69414",Evaluada,,,,0,0,0,0,,,,,,,,1,0,3,No,No,5,0,0,0,,,,,,,,,
1011206985,17/9/2018,-28,45020804,"-28,450208",-65,69447,"-65,69447",Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206926,14/9/2018,-28,45032597,"-28,450326",-65,69473,"-65,69473",Evaluada,,,,0,0,0,0,,,,,,,,0,1,4,No,No,2,0,0,0,,,,,,,,,
1011206938,17/9/2018,-28,44937496,"-28,449375",-65,69542,"-65,69542",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,3,0,0,0,,,,,,,,,
1011206816,11/9/2018,-28,45522201,"-28,455222",-65,69575,"-65,69575",Evaluada,,,,0,0,0,0,,,,,,,,3,2,8,No,No,3,1,0,0,,,,,,,,,
1011206791,10/9/2018,-28,455235,"-28,004552",-65,69634,"-65,69634",Evaluada,,,,0,0,0,0,,,,,,,,0,3,6,No,No,1,0,0,0,,,,,,,,,
1011205465,10/4/2018,-28,45887098,"-28,458871",-65,69729,"-65,69729",Evaluada,,,,0,0,0,0,,,,,,,,0,0,6,No,No,3,3,15,,,,conejos,22,,,,,
1011206783,10/9/2018,-28,45510701,"-28,455107",-65,69749,"-65,69749",Evaluada,,,,0,0,0,0,,,,,,,,1,0,4,No,No,2,0,0,0,,,,,,,,,
1011206316,28/8/2018,-28,46367599,"-28,463676",-65,69762,"-65,69762",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205353,10/4/2018,-28,46159896,"-28,461599",-65,69798,"-65,69798",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,0,0,0,0,,,,,,,,,
1011206854,21/9/2018,-28,45372399,"-28,453724",-65,69811,"-65,69811",Evaluada y Rociada/tratada,,1,,,,,,No,No,Si,No,,,,0,1,2,No,No,8,1,20,0,,,Otros animales,5,1,0,0,1,0
1011206854,11/9/2018,-28,45372399,"-28,453724",-65,69811,"-65,69811",Evaluada,1,,,14,26,0,0,,,,,,,,0,1,2,Si,Si,7,1,27,0,,,,,54,54,0,0,0
1011205637,11/4/2018,-28,45307398,"-28,453074",-65,69844,"-65,69844",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,2,1,0,0,,,equinos,3,,,,,
1011208234,24/9/2018,-28,44427901,"-28,444279",-65,69926,"-65,69926",Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205847,16/4/2018,-28,44626502,"-28,446265",-65,69936,"-65,69936",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,1,0,0,0,,,Otros animales,1,,,,,
1011208293,28/9/2018,-28,44695401,"-28,446954",-65,70392,"-65,70392",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208400,8/10/2018,-28,45863998,"-28,458640",-65,70461,"-65,70461",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205927,17/4/2018,-28,44534804,"-28,445348",-65,70612,"-65,70612",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,Si,No,1,0,0,0,,,,,,,,,
1011206155,20/4/2018,-28,44769397,"-28,447694",-65,70855,"-65,70855",Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,1,0,0,0,,,,,,,,,
1011208379,3/10/2018,-28,44726498,"-28,447265",-65,70983,"-65,70983",Evaluada,,,,0,0,0,0,,,,,,,,2,1,9,No,No,7,0,0,0,,,,,,,,,
1011208427,8/10/2018,-28,45164302,"-28,451643",-65,71134,"-65,71134",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208862,8/11/2018,-28,443127,"-28,004431",-65,71157,"-65,71157",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208444,16/10/2018,-28,45177302,"-28,451773",-65,71771,"-65,71771",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,1,0,0,,,,,,,,,
1011205837,13/4/2018,-28,45127396,"-28,451274",-65,684591,"-65,684591",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,Si,No,1,0,20,0,Chico,,aves de corral,1,,,,,
1011208111,20/9/2018,-28,45197896,"-28,451979",-65,685626,"-65,685626",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205840,13/4/2018,-28,451108,"-28,004511",-65,685669,"-65,685669",Evaluada,,,,0,0,0,0,,,,,,,,1,2,5,Si,Si,0,0,0,0,,,,,,,,,
1011205832,13/4/2018,-28,45217602,"-28,452176",-65,686273,"-65,686273",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,2,0,0,0,,,Otros animales,1,,,,,
1011205343,10/4/2018,-28,45851501,"-28,458515",-65,686287,"-65,686287",Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,0,1,0,0,,,,,,,,,
1011208121,20/9/2018,-28,45249001,"-28,452490",-65,686575,"-65,686575",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208134,20/9/2018,-28,45086501,"-28,450865",-65,686691,"-65,686691",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206049,23/4/2018,-28,44963002,"-28,449630",-65,690919,"-65,690919",Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,7,0,0,0,,,,,,,,,
1011206213,23/4/2018,-28,44900096,"-28,449001",-65,691034,"-65,691034",Evaluada,,,,0,0,0,0,,,,,,,,1,2,7,No,No,1,0,0,0,,,,,,,,,
1011208146,20/9/2018,-28,44924697,"-28,449247",-65,691076,"-65,691076",Evaluada,,,,0,0,0,0,,,,,,,,0,5,9,No,No,3,0,0,0,,,,,,,,,
1011208144,20/9/2018,-28,44946004,"-28,449460",-65,691106,"-65,691106",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206903,14/9/2018,-28,45095101,"-28,450951",-65,692084,"-65,692084",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208080,19/9/2018,-28,44733899,"-28,447339",-65,692888,"-65,692888",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,0,0,0,0,,,,,,,,,
1011208062,19/9/2018,-28,44684597,"-28,446846",-65,692888,"-65,692888",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011206830,12/9/2018,-28,451238,"-28,004512",-65,693105,"-65,693105",Evaluada,,,,0,0,0,0,,,,,,,,2,1,4,Si,No,0,0,0,0,,,,,,,,,
1011206777,11/9/2018,-28,45539702,"-28,455397",-65,693205,"-65,693205",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208072,19/9/2018,-28,44785297,"-28,447853",-65,693248,"-65,693248",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208063,19/9/2018,-28,44659401,"-28,446594",-65,693262,"-65,693262",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205602,11/4/2018,-28,45541202,"-28,455412",-65,693277,"-65,693277",Evaluada,,,,0,0,0,0,,,,,,,,1,3,6,Si,Si,2,1,7,0,Chico,,Otros animales,6,,,,,
1011208014,18/9/2018,-28,44739901,"-28,447399",-65,693493,"-65,693493",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,0,0,0,,,,,,,,,
1011205603,11/4/2018,-28,45534899,"-28,455349",-65,693507,"-65,693507",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,5,1,0,0,,,,,,,,,
1011208075,19/9/2018,-28,44736003,"-28,447360",-65,693564,"-65,693564",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208045,18/9/2018,-28,44925996,"-28,449260",-65,693867,"-65,693867",Evaluada,,,,0,0,0,0,,,,,,,,0,2,5,Si,No,3,0,0,0,,,,,,,,,
1011205329,10/4/2018,-28,46827003,"-28,468270",-65,693895,"-65,693895",Evaluada,,,,0,0,0,0,,,,,,,,0,3,5,No,No,8,4,0,0,,,,,,,,,
1011208048,18/9/2018,-28,44886702,"-28,448867",-65,694025,"-65,694025",Evaluada,,,,0,0,0,0,,,,,,,,1,2,5,No,No,2,0,0,0,,,,,,,,,
1011206984,17/9/2018,-28,45023503,"-28,450235",-65,694154,"-65,694154",Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,No,No,3,1,0,0,,,,,,,,,
1011206889,12/9/2018,-28,45091304,"-28,450913",-65,694398,"-65,694398",Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,Si,Si,1,0,0,0,,,,,,,,,
1011208024,18/9/2018,-28,44819303,"-28,448193",-65,694529,"-65,694529",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011205707,13/4/2018,-28,44889501,"-28,448895",-65,694585,"-65,694585",Evaluada,,,,0,0,0,0,,,,,,,,1,0,4,No,No,0,0,0,0,,,,,,,,,
1011208037,19/9/2018,-28,44710497,"-28,447105",-65,694601,"-65,694601",Evaluada,,,,0,0,0,0,,,,,,,,1,2,5,No,No,0,0,0,0,,,,,,,,,
1011208097,19/9/2018,-28,44684304,"-28,446843",-65,694615,"-65,694615",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208051,18/9/2018,-28,449022,"-28,004490",-65,694643,"-65,694643",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208052,18/9/2018,-28,44924596,"-28,449246",-65,694759,"-65,694759",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206967,17/9/2018,-28,44907396,"-28,449074",-65,694831,"-65,694831",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206804,11/9/2018,-28,454789,"-28,004548",-65,695002,"-65,695002",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205701,13/4/2018,-28,44997401,"-28,449974",-65,695032,"-65,695032",Evaluada,,,,0,0,0,0,,,,,,,,0,3,5,No,No,3,0,0,0,,,Otros animales,10,,,,,
1011208029,18/9/2018,-28,44816503,"-28,448165",-65,695046,"-65,695046",Evaluada,,,,0,0,0,0,,,,,,,,0,3,5,No,No,4,0,0,0,,,,,,,,,
1011208093,19/9/2018,-28,44638698,"-28,446387",-65,695061,"-65,695061",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206977,17/9/2018,-28,44858496,"-28,448585",-65,695075,"-65,695075",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208035,19/9/2018,-28,44699198,"-28,446992",-65,695103,"-65,695103",Evaluada,,,,0,0,0,0,,,,,,,,1,1,4,No,No,1,1,0,0,,,,,,,,,
1011206966,17/9/2018,-28,44927102,"-28,449271",-65,695189,"-65,695189",Evaluada,,,,0,0,0,0,,,,,,,,0,3,5,No,No,4,0,0,0,,,,,,,,,
1011206924,14/9/2018,-28,45034298,"-28,450343",-65,695189,"-65,695189",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,2,0,6,0,,,Otros animales,3,,,,,
1011206929,14/9/2018,-28,45051699,"-28,450517",-65,695276,"-65,695276",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,2,0,0,0,,,Otros animales,5,,,,,
1011206928,14/9/2018,-28,450605,"-28,004506",-65,695304,"-65,695304",Evaluada,,,,0,0,0,0,,,,,,,,1,2,5,No,No,4,0,0,0,,,,,,,,,
1011206965,17/9/2018,-28,449181,"-28,004492",-65,695305,"-65,695305",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206557,31/8/2018,-28,45696704,"-28,456967",-65,695952,"-65,695952",Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,No,No,2,1,0,0,,,,,,,,,
1011206814,11/9/2018,-28,455177,"-28,004552",-65,696053,"-65,696053",Evaluada,,,,0,0,0,0,,,,,,,,1,0,5,No,No,3,0,0,0,,,Otros animales,6,,,,,
1011205584,11/4/2018,-28,45525797,"-28,455258",-65,696196,"-65,696196",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,2,0,0,0,,,,,,,,,
1011206917,17/9/2018,-28,44919399,"-28,449194",-65,696341,"-65,696341",Evaluada,,,,0,0,0,0,,,,,,,,2,0,4,No,No,2,0,0,0,,,,,,,,,
1011206620,3/9/2018,-28,45792098,"-28,457921",-65,696341,"-65,696341",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206790,10/9/2018,-28,45533198,"-28,455332",-65,696398,"-65,696398",Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,No,No,0,0,0,0,,,,,,,,,
1011206898,12/9/2018,-28,45027601,"-28,450276",-65,696427,"-65,696427",Evaluada,,,,0,0,0,0,,,,,,,,0,3,7,No,No,2,1,0,0,,,,,,,,,
1011205624,11/4/2018,-28,46053747,"-28,460537",-65,696512,"-65,696512",Evaluada,,,,0,0,0,0,,,,,,,,1,0,5,No,No,1,0,0,0,,,,,,,,,
1011206617,3/9/2018,-28,457363,"-28,004574",-65,696628,"-65,696628",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206955,17/9/2018,-28,44878999,"-28,448790",-65,696656,"-65,696656",Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206788,10/9/2018,-28,45537799,"-28,455378",-65,696728,"-65,696728",Evaluada,,,,0,0,0,0,,,,,,,,0,3,4,No,No,3,4,0,0,,,,,,,,,
1011206786,10/9/2018,-28,45529803,"-28,455298",-65,697017,"-65,697017",Evaluada,,,,0,0,0,0,,,,,,,,1,0,5,No,No,1,0,0,0,,,Otros animales,1,,,,,
1011206785,10/9/2018,-28,45522402,"-28,455224",-65,697145,"-65,697145",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206627,4/9/2018,-28,45646404,"-28,456464",-65,697188,"-65,697188",Evaluada,,,,0,0,0,0,,,,,,,,1,0,3,No,No,0,0,0,0,,,,,,,,,
1011206628,4/9/2018,-28,45658298,"-28,456583",-65,697204,"-65,697204",Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,3,0,0,0,,,,,,,,,
1011206319,28/8/2018,-28,46322698,"-28,463227",-65,697303,"-65,697303",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206630,4/9/2018,-28,456933,"-28,004569",-65,697375,"-65,697375",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206703,4/9/2018,-28,45633001,"-28,456330",-65,697404,"-65,697404",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206384,27/4/2018,-28,45447803,"-28,454478",-65,697433,"-65,697433",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,3,0,0,0,,,Otros animales,3,,,,,
1011206515,31/8/2018,-28,46093402,"-28,460934",-65,697476,"-65,697476",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206859,11/9/2018,-28,45392298,"-28,453923",-65,697519,"-65,697519",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205573,11/4/2018,-28,45251599,"-28,452516",-65,697605,"-65,697605",Evaluada,,,,0,0,0,0,,,,,,,,0,3,5,No,Si,3,1,0,0,,Grande,equinos,3,,,,,
1011206502,28/8/2018,-28,46393198,"-28,463932",-65,697621,"-65,697621",Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,1,0,0,,,,,,,,,
1011206547,31/8/2018,-28,45995996,"-28,459960",-65,697634,"-65,697634",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205376,10/4/2018,-28,45984303,"-28,459843",-65,697634,"-65,697634",Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,No,Si,9,19,0,0,,,,,,,,,
1011206641,4/9/2018,-28,460513,"-28,004605",-65,697677,"-65,697677",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011205466,10/4/2018,-28,45870201,"-28,458702",-65,697707,"-65,697707",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,,,,,,,,,,,,
1011206748,10/9/2018,-28,45436202,"-28,454362",-65,697807,"-65,697807",Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,No,No,4,1,0,0,,,,,,,,,
1011206563,31/8/2018,-28,46195896,"-28,461959",-65,698023,"-65,698023",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206634,3/9/2018,-28,46099898,"-28,460999",-65,698052,"-65,698052",Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,3,0,0,,,,,,,,,
1011206652,4/9/2018,-28,45634401,"-28,456344",-65,698081,"-65,698081",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206661,5/9/2018,-28,457867,"-28,004579",-65,698181,"-65,698181",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206654,4/9/2018,-28,457019,"-28,004570",-65,698209,"-65,698209",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011206593,3/9/2018,-28,46040504,"-28,460405",-65,698281,"-65,698281",Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,2,0,0,0,,,,,,,,,
1011205368,14/6/2018,-28,46208301,"-28,462083",-65,698612,"-65,698612",Evaluada y Rociada/tratada,,,,0,0,0,0,,,,,,,,3,0,5,No,No,6,0,4,0,Mediano,,PATOS,34,,,,,
1011205368,10/4/2018,-28,46208301,"-28,462083",-65,698612,"-65,698612",Evaluada,,,,0,0,0,0,,,,,,,,0,0,3,No,No,2,0,0,0,,,,,,,,,
1011208192,21/9/2018,-28,44931503,"-28,449315",-65,698627,"-65,698627",Evaluada,,,,0,0,0,0,,,,,,,,1,2,4,No,No,4,0,0,0,,,,,,,,,
1011205332,11/4/2018,-28,454718,"-28,004547",-65,698698,"-65,698698",Evaluada,,,,0,0,0,0,,,,,,,,2,1,5,No,Si,3,2,0,0,,,,,,,,,
1011205362,10/4/2018,-28,46285599,"-28,462856",-65,698713,"-65,698713",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,1,3,0,0,,,,,,,,,
1011206497,28/8/2018,-28,462727,"-28,004627",-65,698915,"-65,698915",Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,No,No,3,0,0,0,,,,,,,,,
1011206873,12/9/2018,-28,452762,"-28,004528",-65,699087,"-65,699087",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206570,31/8/2018,-28,46213599,"-28,462136",-65,699159,"-65,699159",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208235,24/9/2018,-28,44422,"-28,000444",-65,699245,"-65,699245",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206942,14/9/2018,-28,45292897,"-28,452929",-65,699302,"-65,699302",Evaluada,,,,0,0,0,0,,,,,,,,0,1,2,No,No,1,0,0,0,,,,,,,,,
1011206677,5/9/2018,-28,461965,"-28,004620",-65,699302,"-65,699302",Evaluada,,,,0,0,0,0,,,,,,,,2,1,6,No,No,1,0,0,0,,,,,,,,,
1011206683,4/9/2018,-28,46286898,"-28,462869",-65,699562,"-65,699562",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208233,24/9/2018,-28,44425102,"-28,444251",-65,699662,"-65,699662",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208226,24/9/2018,-28,44362204,"-28,443622",-65,699734,"-65,699734",Evaluada,,,,0,0,0,0,,,,,,,,0,4,6,No,No,2,0,0,0,,,,,,,,,
1011208215,24/9/2018,-28,44485996,"-28,444860",-65,699806,"-65,699806",Evaluada,,,,0,0,0,0,,,,,,,,1,1,4,No,No,3,0,0,0,,,,,,,,,
1011208182,21/9/2018,-28,44587803,"-28,445878",-65,699835,"-65,699835",Evaluada,,,,0,0,0,0,,,,,,,,0,2,4,No,No,2,0,0,0,,,,,,,,,
1011208157,21/9/2018,-28,44663902,"-28,446639",-65,699906,"-65,699906",Evaluada,,,,0,0,0,0,,,,,,,,0,2,3,No,No,3,3,0,0,,,,,,,,,
1011208205,26/9/2018,-28,44714898,"-28,447149",-65,700769,"-65,700769",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208288,28/9/2018,-28,44671899,"-28,446719",-65,701273,"-65,701273",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,Si,Si,6,0,0,0,,,,,,,,,
1011208208,26/9/2018,-28,44666702,"-28,446667",-65,701474,"-65,701474",Evaluada,,,,0,0,0,0,,,,,,,,1,1,4,No,No,2,0,0,0,,,equinos,9,,,,,
1011205848,17/4/2018,-28,44553898,"-28,445539",-65,702697,"-65,702697",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,7,1,0,0,,,Otros animales,6,,,,,
1011208848,7/11/2018,-28,43961197,"-28,439612",-65,703258,"-65,703258",Evaluada,,,,0,0,0,0,,,,,,,,0,2,3,Si,Si,4,0,0,0,,,,,,,,,
1011205954,17/4/2018,-28,44072601,"-28,440726",-65,703372,"-65,703372",Evaluada,,,,0,0,0,0,,,,,,,,0,5,9,Si,Si,1,3,0,0,,,,,,,,,
1011205965,17/4/2018,-28,44179998,"-28,441800",-65,703545,"-65,703545",Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,No,No,4,0,0,0,,,,,,,,,
1011208846,7/11/2018,-28,43946797,"-28,439468",-65,703689,"-65,703689",Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,Si,Si,4,0,0,0,,,,,,,,,
1011205961,17/4/2018,-28,44051696,"-28,440517",-65,703847,"-65,703847",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,0,1,0,0,,,,,,,,,
1011208322,28/9/2018,-28,44847097,"-28,448471",-65,703848,"-65,703848",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208697,2/11/2018,-28,44058201,"-28,440582",-65,703862,"-65,703862",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208239,24/9/2018,-28,43559796,"-28,435598",-65,703904,"-65,703904",Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208241,24/9/2018,-28,43594497,"-28,435945",-65,704078,"-65,704078",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208261,26/9/2018,-28,43696203,"-28,436962",-65,704222,"-65,704222",Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,Si,Si,1,0,0,0,,,,,,,,,
1011208307,28/9/2018,-28,44689501,"-28,446895",-65,704236,"-65,704236",Deshabitada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208769,5/11/2018,-28,44303296,"-28,443033",-65,704581,"-65,704581",Evaluada,,,,0,0,0,0,,,,,,,,0,0,4,No,No,3,1,0,0,,,,,,,,,
1011208404,8/10/2018,-28,45974899,"-28,459749",-65,704581,"-65,704581",Evaluada,1,,,1,0,0,0,,,,,T. guasayana,Si,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011208404,9/10/2018,-28,45974899,"-28,459749",-65,704581,"-65,704581",Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,T. guasayana,Si,,0,0,2,No,No,0,0,0,0,,,,,,,,,
1011208723,14/11/2018,-28,44102801,"-28,441028",-65,704623,"-65,704623",Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,0,4,No,No,3,2,4,0,,,Otros animales,1,,,,,
1011208723,2/11/2018,-28,44102801,"-28,441028",-65,704623,"-65,704623",Evaluada,,,,0,0,0,0,,,,,,,,0,1,3,No,No,0,0,0,0,,,,,,,,,
1011208401,8/10/2018,-28,45864803,"-28,458648",-65,704653,"-65,704653",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208728,2/11/2018,-28,43966997,"-28,439670",-65,704696,"-65,704696",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208304,28/9/2018,-28,44703297,"-28,447033",-65,704753,"-65,704753",Evaluada,,,,0,0,0,0,,,,,,,,0,3,8,No,No,3,0,0,0,,,,,,,,,
1011205924,17/4/2018,-28,44542599,"-28,445426",-65,704839,"-65,704839",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,Si,No,5,0,0,0,,,,,,,,,
1011208303,28/9/2018,-28,44703297,"-28,447033",-65,704854,"-65,704854",Evaluada,,,,0,0,0,0,,,,,,,,0,0,1,No,No,3,0,0,0,,,,,,,,,
1011208303,9/10/2018,-28,44703297,"-28,447033",-65,704854,"-65,704854",Evaluada y Rociada/tratada,,,,,,,,No,No,No,No,,,,0,1,3,No,No,2,0,0,0,,,,,,,,,
1011205966,17/4/2018,-28,44222402,"-28,442224",-65,704883,"-65,704883",Evaluada,,,,0,0,0,0,,,,,,,,0,0,2,No,No,1,0,2,0,,,,,,,,,
1011208764,5/11/2018,-28,44206996,"-28,442070",-65,704897,"-65,704897",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208329,28/9/2018,-28,44836201,"-28,448362",-65,705127,"-65,705127",Evaluada,,,,0,0,0,0,,,,,,,,2,4,7,Si,Si,3,1,0,0,,,,,,,,,
1011208301,28/9/2018,-28,44702199,"-28,447022",-65,705214,"-65,705214",Evaluada,,,,0,0,0,0,,,,,,,,0,2,5,No,No,3,2,0,0,,,,,,,,,
1011208736,5/11/2018,-28,44244002,"-28,442440",-65,706134,"-65,706134",Negada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208942,13/11/2018,-28,44645596,"-28,446456",-65,706205,"-65,706205",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208942,9/11/2018,-28,44645596,"-28,446456",-65,706205,"-65,706205",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208426,8/10/2018,-28,449971,"-28,004500",-65,706205,"-65,706205",Evaluada,,,,0,0,0,0,,,,,,,,0,1,5,No,No,3,2,0,0,,,,,,,,,
1011208792,7/11/2018,-28,44510002,"-28,445100",-65,706753,"-65,706753",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011208383,3/10/2018,-28,452373,"-28,004524",-65,707213,"-65,707213",Cerrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011206405,24/5/2018,-28,44756204,"-28,447562",-65,707528,"-65,707528",Evaluada,,,,0,0,0,0,,,,,,,,0,1,2,No,No,1,2,0,0,,,,,,,,,
